Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

dataset_001	T001	79	1	1	9.14701	0.645786	1.25775	((((76_0_0:0.11355408,(72_0_0:0.00198676,88_0_0:0.00122614):0.15675903):0.08395539,(68_0_0:0.10355763,(100_0_0:0.01726295,98_0_0:0.02262310):0.12303281):0.06083736):0.27904077,(((73_0_0:0.01988493,84_0_0:0.01095291):0.36215918,(((93_0_0:0.07001784,(74_6_0:0.02659358,74_0_0:0.03016102):0.08726232):0.26667552,80_0_0:0.30363998):0.06931451,((89_0_0:0.00254107,96_0_0:0.00085843):0.20088695,((78_0_0:0.04490456,78_5_0:0.03968313):0.02184906,92_0_0:0.10780322):0.09311178):0.13531365):0.03890440):0.01033158,(((99_7_0:0.01520178,90_7_0:0.02730782):0.07754172,(90_0_0:0.02150874,99_0_0:0.01927687):0.16452904):0.03812778,(((81_0_0:0.01064706,70_0_0:0.01079249):0.08204562,86_0_0:0.12563841):0.04976710,((87_0_0:0.02890833,83_0_0:0.01239518):0.04737234,69_0_0:0.15113648):0.10720264):0.03322898):0.09255517):0.05280402):0.05651479,((((35_0_0:0.09446809,(1_0_0:0.01811839,16_0_0:0.03208719):0.07204460):0.27348516,(((57_3_0:0.01149276,34_3_0:0.00519115):0.10555267,62_3_0:0.06299165):0.17896161,(((57_0_0:0.00674377,34_0_0:0.00433945):0.10801868,(57_4_0:0.00587776,34_4_0:0.00642552):0.09359383):0.04531259,62_0_0:0.08305091):0.22993886):0.01465172):0.00412160,(40_0_0:0.08214517,((((14_2_0:0.00002832,54_2_0:0.00001665):0.00341759,(14_0_0:0.00001638,54_0_0:0.00001348):0.00332023):0.00970165,25_0_0:0.02058538):0.10784102,(52_0_0:0.07295403,45_0_0:0.09126070):0.03188979):0.02331163):0.19173136):0.00087348,(((22_0_0:0.19355977,(6_0_0:0.08997749,32_0_0:0.04929358):0.07196825):0.20021529,((12_0_0:0.00221991,49_0_0:0.00099389):0.06936349,61_0_0:0.02465567):0.11944989):0.03290506,((((((67_0_0:0.09266640,(33_0_0:0.02259218,(38_0_0:0.00426551,53_0_0:0.00183378):0.00992912):0.04090680):0.05679576,(31_0_0:0.00717631,5_0_0:0.00788581):0.14515402):0.00621220,((4_0_0:0.03296208,((2_0_0:0.01206112,(51_0_0:0.00932962,60_0_0:0.00650365):0.00116654):0.04893721,13_0_0:0.03779564):0.01128625):0.03871102,29_0_0:0.08399485):0.01502622):0.03287749,((((36_0_0:0.01140952,(50_0_0:0.01187802,21_0_0:0.01095632):0.00563383):0.00589637,28_0_0:0.01897974):0.00113766,24_0_0:0.00696398):0.01186277,44_0_0:0.06026729):0.11205403):0.06060027,((18_0_0:0.07011082,17_0_0:0.07988691):0.06661855,(((15_1_0:0.00145297,15_0_0:0.00158183):0.02071705,42_0_0:0.04413798):0.01392409,(47_0_0:0.01542041,(37_0_0:0.01295332,20_0_0:0.01084173):0.00357930):0.01782810):0.05976519):0.02347060):0.00664666,30_0_0:0.28708983):0.06680300):0.05069055):0.16841508);

dataset_002	T002	47	1	1	3.41111	0.5379	1.06159	(((89_0_0:0.00643953,96_0_0:0.00007412):0.00727147,(96_11_0:0.00374492,89_11_0:0.00090261):0.00726417):0.52418905,((((32_0_0:0.06444591,6_0_0:0.01746249):0.04163407,(22_4_0:0.08090087,22_0_0:0.06912566):0.01026451):0.04570133,((17_0_0:0.09851049,(18_0_0:0.00653928,18_1_0:0.01113428):0.09589170):0.01889698,(((((((7_0_0:0.00828877,65_0_0:0.03744899):0.00316157,3_0_0:0.00562261):0.00040563,39_0_0:0.01303969):0.00785758,29_0_0:0.00383918):0.01095283,(4_0_0:0.08572306,(13_0_0:0.09496881,(((51_2_0:0.00236453,51_0_0:0.00196742):0.01511428,(60_0_0:0.00022951,60_3_0:0.00062383):0.00701255):0.00273943,2_0_0:0.01459634):0.05290503):0.00404897):0.02307004):0.01054631,(5_0_0:0.00655375,31_0_0:0.00768328):0.12867193):0.03790285,((28_0_0:0.02103468,24_0_0:0.00052097):0.00625371,44_0_0:0.08144000):0.03530080):0.03468308):0.03404497):0.07113794,(((34_10_0:0.00731498,57_10_0:0.00653956):0.12912089,62_10_0:0.17823100):0.10262262,(((((54_6_0:0.00001567,14_6_0:0.00001607):0.01660630,25_6_0:0.00785831):0.01291755,(25_5_0:0.00263266,(54_5_0:0.00001209,14_5_0:0.00000735):0.01096937):0.00993803):0.00515733,(45_5_0:0.14369900,52_5_0:0.02825890):0.03040359):0.01785513,(40_0_0:0.03889386,(((54_0_0:0.00001337,14_0_0:0.00000330):0.00889926,25_0_0:0.00897369):0.06681559,((45_9_0:0.02172376,45_0_0:0.00085371):0.03025315,(52_7_0:0.04283266,52_0_0:0.01867292):0.08345586):0.06994218):0.02646981):0.00645276):0.19052544):0.00135838):0.10264983);

dataset_003	T003	104	1	1	4.30967	0.34341	0.628722	(((((88_0_0:0.00069519,72_0_0:0.00115702):0.05686931,76_0_0:0.03784671):0.01405206,((68_0_0:0.07145596,(100_0_0:0.00532581,98_0_0:0.00350633):0.03902358):0.00471832,((97_0_0:0.00867906,((77_0_0:0.00270563,79_0_0:0.00295919):0.00842228,75_0_0:0.01382954):0.00053966):0.00431623,(94_0_0:0.01819106,(85_0_0:0.00044408,95_0_0:0.00196692):0.01536909):0.00374446):0.04639308):0.01940940):0.09660773,(((90_0_0:0.00962806,99_0_0:0.00453951):0.07689929,(((83_0_0:0.00763062,87_0_0:0.01467471):0.02083358,69_0_0:0.02247752):0.02465557,(86_0_0:0.03667746,((70_0_0:0.00541822,81_0_0:0.00290069):0.01396707,82_0_0:0.01199185):0.01714982):0.01235699):0.01946094):0.14133182,(((((74_5_0:0.01746990,74_0_0:0.02295910):0.05517855,93_0_0:0.03816374):0.08313932,80_0_0:0.07175541):0.01664090,((78_0_0:0.01517870,92_0_0:0.05179918):0.03528144,((96_0_0:0.00090024,89_0_0:0.00137428):0.10042046,(89_4_0:0.00151398,96_4_0:0.00069559):0.02153686):0.03375320):0.06875517):0.01542356,(84_0_0:0.00415073,73_0_0:0.00537519):0.13182677):0.00502026):0.02398577):0.03346703,((((((49_0_0:0.00045054,12_0_0:0.00066384):0.02264327,61_0_0:0.00983419):0.03092933,((32_0_0:0.02302273,6_0_0:0.01359738):0.03357004,(22_0_0:0.04424011,22_3_0:0.03984885):0.04676630):0.03381293):0.01224055,((((((((53_0_0:0.00134396,38_0_0:0.00194559):0.00223364,33_0_0:0.00791760):0.00951695,67_0_0:0.02225769):0.02783329,(31_0_0:0.00354410,5_0_0:0.00413640):0.02980224):0.00219044,(((((65_0_0:0.00334399,7_0_0:0.00613403):0.00125278,3_0_0:0.01034767):0.00040415,39_0_0:0.00555645):0.00390082,29_0_0:0.02192368):0.03595648,((13_0_0:0.00720394,((51_0_0:0.00389124,60_0_0:0.00400286):0.00080321,2_0_0:0.00737142):0.02064491):0.00326760,4_0_0:0.03315374):0.01926714):0.00623776):0.02253211,(((28_0_0:0.00858251,((50_0_0:0.00621084,21_0_0:0.00738126):0.00179941,36_0_0:0.00696581):0.00197481):0.00017876,24_0_0:0.00568492):0.00767981,44_0_0:0.02151562):0.05139157):0.01726596,(((42_0_0:0.01172263,15_0_0:0.00627024):0.00443444,((20_0_0:0.00439723,37_0_0:0.00249756):0.00156969,47_0_0:0.00504328):0.00657442):0.05638722,(18_0_0:0.02776221,17_0_0:0.07962398):0.01953246):0.00504885):0.00323161,30_0_0:0.12647207):0.04310624):0.03063488,((40_0_0:0.04146084,((45_0_0:0.08263596,52_0_0:0.04856290):0.01235635,((54_0_0:0.00000767,14_0_0:0.00000680):0.00704173,25_0_0:0.00568726):0.02621114):0.00961105):0.13119577,(62_0_0:0.04001698,(34_0_0:0.00243202,57_0_0:0.00201660):0.07334537):0.17725833):0.00028013):0.07755727,(((((64_0_0:0.00030031,41_0_0:0.00024695):0.02438108,59_0_0:0.00827661):0.01019001,66_0_0:0.03364048):0.01395859,(((10_2_0:0.00299922,56_2_0:0.00117071):0.00993160,(10_0_0:0.00180463,56_0_0:0.00367212):0.00554226):0.03378045,19_0_0:0.02122359):0.01140564):0.00070510,((((46_0_0:0.00570020,((8_0_0:0.01113045,(11_0_0:0.00517973,63_0_0:0.00207106):0.00476839):0.00155004,(8_1_0:0.00672178,(11_1_0:0.00159286,63_1_0:0.00566211):0.00164895):0.00196751):0.00055126):0.01444209,((27_0_0:0.00344659,26_0_0:0.00750766):0.00049138,23_0_0:0.00992863):0.01704501):0.00965949,(((9_0_0:0.00135671,43_0_0:0.00172246):0.00227480,58_0_0:0.01878138):0.00129729,55_0_0:0.00861154):0.01940302):0.02136942,48_0_0:0.06519803):0.01636664):0.11970370):0.01253655);

dataset_004	T004	167	1	1	14.532	0.8522	1.46829	(((((((6_0_0:0.08762026,32_0_0:0.07329614):0.02898641,(22_0_0:0.18867946,22_16_0:0.02865850):0.03220350):0.26939273,(((61_17_0:0.05138206,(49_17_0:0.00246487,12_17_0:0.00421763):0.04726371):0.04576419,(61_19_0:0.01390594,(49_19_0:0.00174999,12_19_0:0.00260642):0.12721955):0.05511341):0.01071216,(12_0_0:0.00236957,49_0_0:0.00099648):0.09242515):0.08923900):0.01461219,(((((44_0_0:0.10009197,(24_0_0:0.01176819,(((21_0_0:0.00916201,50_0_0:0.01312509):0.00787061,36_0_0:0.00731495):0.00425838,28_0_0:0.02656401):0.00116991):0.01141838):0.07861094,(((67_12_0:0.06480453,(33_12_0:0.01021540,(38_12_0:0.00257691,53_12_0:0.00299403):0.01212368):0.02050492):0.03416199,67_0_0:0.08156754):0.07405684,((((4_0_0:0.01636987,4_14_0:0.00825085):0.01108565,(13_0_0:0.06719141,(2_0_0:0.00488622,(51_0_0:0.01600224,60_0_0:0.00823751):0.00161512):0.03732763):0.01166512):0.01156847,(((60_13_0:0.00678530,2_13_0:0.00823289):0.06735667,13_13_0:0.03718385):0.00673022,4_13_0:0.05521400):0.03611330):0.01676868,((((65_0_0:0.00811308,7_0_0:0.00427969):0.00130247,3_0_0:0.05631054):0.00049711,39_0_0:0.02020891):0.00930435,29_0_0:0.03733075):0.05626795):0.01516816):0.02765595):0.00643820,((67_11_0:0.16104550,(5_11_0:0.01179703,31_11_0:0.01069072):0.10320421):0.00691919,(13_11_0:0.04140003,(2_11_0:0.00136986,(60_11_0:0.00672858,51_11_0:0.00881270):0.00434877):0.02388763):0.04814022):0.03939653):0.03267195,(((47_5_0:0.01261276,(20_5_0:0.00603989,37_5_0:0.01255299):0.00459773):0.00745195,42_5_0:0.01585812):0.06486143,(((17_8_0:0.09278767,17_5_0:0.15717929):0.04733276,((18_10_0:0.04231563,18_5_0:0.00909183):0.04204653,18_9_0:0.06711649):0.00590175):0.06203295,(18_7_0:0.08514182,(17_6_0:0.18593010,18_6_0:0.02938048):0.00725523):0.11723819):0.00491523):0.04164035):0.00971799,30_0_0:0.16120806):0.07494422):0.03853719,((((25_0_0:0.02321269,(14_0_0:0.00001638,54_0_0:0.00002667):0.00870338):0.02206039,((54_23_0:0.00001831,14_23_0:0.00000432):0.00776812,25_23_0:0.00870842):0.02075101):0.01902083,(((14_24_0:0.00002264,54_24_0:0.00004988):0.00592680,(54_21_0:0.00001747,14_21_0:0.00000491):0.00793637):0.00960039,25_21_0:0.00460751):0.04792217):0.06488093,40_0_0:0.06798922):0.13908749):0.10800387,(((48_1_0:0.06759060,((((43_2_0:0.00336946,9_2_0:0.00396992):0.01815549,58_2_0:0.03082205):0.00158452,55_2_0:0.01894598):0.06550541,((55_1_0:0.02678491,(58_1_0:0.03120146,(9_1_0:0.00466464,43_1_0:0.00325075):0.01992209):0.00144014):0.02406580,(((46_3_0:0.00600630,(((63_3_0:0.01049363,11_3_0:0.00986122):0.00807633,8_3_0:0.01513320):0.00235263,((11_4_0:0.01638679,63_4_0:0.00922030):0.01752274,8_4_0:0.01565799):0.00117171):0.00119616):0.04079219,((26_3_0:0.00928333,27_3_0:0.01251046):0.00392070,23_3_0:0.01121852):0.03527319):0.00676287,(((11_1_0:0.02176806,63_1_0:0.00551245):0.00777490,46_1_0:0.01023708):0.03584096,((27_1_0:0.00731749,26_1_0:0.00808507):0.00203869,23_1_0:0.02194870):0.03003580):0.00420295):0.01261925):0.00305116):0.07144668):0.03075901,((19_1_0:0.12028343,(10_1_0:0.01054531,56_1_0:0.00456676):0.06986446):0.08102264,(66_1_0:0.03106293,((41_1_0:0.00157776,64_1_0:0.00178966):0.06868972,59_1_0:0.05865987):0.04120457):0.02293597):0.00640567):0.02582321,((((56_0_0:0.00255886,10_0_0:0.00268890):0.13836777,19_0_0:0.02826277):0.02239826,((59_0_0:0.03374129,(41_0_0:0.00091216,64_0_0:0.00138129):0.06995371):0.02041518,66_0_0:0.03071340):0.05609839):0.00223220,(48_0_0:0.11753116,((55_0_0:0.02844510,(43_0_0:0.01929409,58_0_0:0.01658242):0.00127914):0.03617931,((26_0_0:0.02046871,27_0_0:0.01082590):0.07488962,(((11_0_0:0.02833952,63_0_0:0.00545564):0.01945369,8_0_0:0.02089771):0.00978857,46_0_0:0.01179756):0.04046168):0.02297812):0.06600330):0.01448320):0.04972829):0.53895077):0.06201244,(((((73_47_0:0.16861040,(84_0_0:0.01533503,73_0_0:0.01473743):0.16781607):0.07305334,((91_49_0:0.00259567,71_49_0:0.00235422):0.17658160,((71_0_0:0.00803827,91_0_0:0.00505933):0.06688527,(71_50_0:0.00640437,91_50_0:0.00529202):0.05532523):0.02439634):0.05146989):0.22715518,(91_46_0:0.00385706,71_46_0:0.00528139):0.19298893):0.01125267,((((93_25_0:0.16099515,(80_38_0:0.08695572,((80_25_0:0.07070090,80_41_0:0.10931130):0.05103691,80_43_0:0.16028250):0.00952685):0.00961329):0.02230055,80_34_0:0.17638824):0.09951018,((89_31_0:0.33207649,((96_25_0:0.00199538,89_25_0:0.00673568):0.06448723,(96_33_0:0.00015613,89_33_0:0.00167540):0.08571096):0.01671991):0.08824708,(96_27_0:0.00087814,89_27_0:0.00325557):0.29429334):0.01914494):0.03721183,(((80_35_0:0.05003044,80_0_0:0.14600884):0.14684357,93_0_0:0.45733213):0.03075678,(((89_0_0:0.00229926,96_0_0:0.00131803):0.17820664,(78_0_0:0.06096650,92_0_0:0.08003545):0.05785744):0.09168841,((78_26_0:0.10270949,(78_29_0:0.00243951,78_30_0:0.00366424):0.07265719):0.03670813,(89_26_0:0.00259435,96_26_0:0.00110039):0.14651547):0.01501772):0.10875007):0.01994880):0.00228890):0.00695425,((((83_0_0:0.01632721,87_0_0:0.01275981):0.06981916,(69_57_0:0.00131107,69_56_0:0.00450106):0.09566254):0.06979865,86_0_0:0.06238215):0.16102240,(((90_53_0:0.02808422,((99_53_0:0.01349008,99_55_0:0.00930982):0.00458881,99_54_0:0.00246212):0.00147073):0.20584827,(99_51_0:0.02094613,90_51_0:0.05021422):0.09907068):0.00441575,86_51_0:0.24165607):0.08585012):0.16791379):0.09880669);

dataset_005	T005	50	1	1	4.18396	0.615354	1.19947	(((((81_6_0:0.02285347,70_6_0:0.00988544):0.03096231,(82_16_0:0.02932475,82_17_0:0.04357309):0.00877311):0.02621562,(86_6_0:0.09088618,86_31_0:0.02904433):0.04928261):0.03152960,((87_34_0:0.10988784,(((87_37_0:0.01049552,87_36_0:0.02862363):0.01142790,83_36_0:0.01335173):0.04298056,(87_35_0:0.02271458,83_35_0:0.00735714):0.05024973):0.00748607):0.00702587,69_6_0:0.24938565):0.11762232):0.24834637,(((83_0_0:0.00791325,87_0_0:0.01525830):0.13459902,(((83_9_0:0.01914050,87_9_0:0.02463159):0.06771278,69_9_0:0.07681068):0.12135641,((82_15_0:0.07248344,(70_9_0:0.01850741,81_9_0:0.02265261):0.03839231):0.05086779,86_9_0:0.09290842):0.04758312):0.00876894):0.14782411,(((((81_12_0:0.00884872,70_12_0:0.03341582):0.04526355,(82_18_0:0.03925084,((82_12_0:0.02181716,82_21_0:0.02526790):0.00510883,(82_20_0:0.00967954,(82_19_0:0.00208282,82_22_0:0.00295131):0.01348050):0.00322928):0.00884477):0.01149912):0.04979048,(82_7_0:0.03212098,((81_24_0:0.02552018,70_24_0:0.00855197):0.01618546,(81_7_0:0.02791814,70_7_0:0.00910641):0.00724602):0.06352008):0.06655024):0.05633282,(((((70_30_0:0.01075615,81_30_0:0.01656699):0.01391980,(((81_29_0:0.02239997,70_29_0:0.00559432):0.04231971,(70_26_0:0.03307522,81_26_0:0.01539317):0.03925812):0.02275368,(81_28_0:0.02049368,70_28_0:0.01986332):0.03284891):0.00592730):0.00297194,(82_23_0:0.00021623,82_11_0:0.00031720):0.02050961):0.03722580,86_11_0:0.09978924):0.02321068,((69_38_0:0.10910361,69_33_0:0.08587309):0.10066054,83_33_0:0.05847121):0.06916805):0.00387205):0.00833641,86_13_0:0.10981498):0.20497303):0.08799785);
