Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

dataset_001	T001	130	1	1	6.34031	1.02927	1.75892	(((((98_0_0:0.03639845,(85_0_0:0.02323405,77_0_0:0.00736924):0.01608189):0.00390819,91_0_0:0.05412438):0.01581421,90_0_0:0.03713436):0.19038832,((((95_0_0:0.00019015,78_0_0:0.00208718):0.02500076,92_0_0:0.04212333):0.00158186,((82_0_0:0.00225554,(94_0_0:0.00662178,(80_0_0:0.02082951,(86_0_0:0.02151368,(99_0_0:0.00240422,79_0_0:0.00381719):0.00927404):0.00544250):0.00008067):0.00105842):0.01637317,(89_0_0:0.00246245,97_0_0:0.00365367):0.00786753):0.01574837):0.01664027,(96_0_0:0.03814593,(88_0_0:0.00209761,(83_0_0:0.00136711,84_0_0:0.00344306):0.00005216):0.05611121):0.07002745):0.01219580):0.12703521,(((((73_0_0:0.03117311,20_0_0:0.14854403):0.15742175,(8_0_0:0.04559070,((37_0_0:0.00035415,26_0_0:0.00016901):0.00030232,(39_0_0:0.00020635,(10_0_0:0.00004617,46_0_0:0.00007682):0.00071433):0.00122996):0.00322086):0.03401185):0.00358984,(((28_4_0:0.00727349,28_0_0:0.01263410):0.04794125,65_0_0:0.02623064):0.00292283,((42_0_0:0.00033564,24_0_0:0.00664099):0.00217181,(2_0_0:0.00084367,47_0_0:0.00582311):0.00684181):0.02724532):0.01110332):0.09080928,((((((63_0_0:0.00160523,9_0_0:0.00537322):0.00967931,59_0_0:0.10598493):0.03835584,((7_0_0:0.00005050,67_0_0:0.00194647):0.02085174,((69_0_0:0.00015718,45_0_0:0.01568950):0.00066492,62_0_0:0.00320794):0.02256691):0.00257820):0.06762287,((52_0_0:0.01307786,40_0_0:0.00537076):0.04446568,(17_0_0:0.04683436,((3_0_0:0.00303958,57_0_0:0.00604945):0.00020434,61_0_0:0.06156855):0.00324631):0.00656467):0.00371130):0.00130233,48_0_0:0.02563189):0.10608713,(((14_0_0:0.00018333,72_0_0:0.02289695):0.03816623,(58_0_0:0.06236704,66_0_0:0.00649979):0.00502000):0.00177159,(25_0_0:0.02383262,((((27_0_0:0.01301751,(56_0_0:0.02951784,54_0_0:0.00268639):0.00520377):0.00994788,11_0_0:0.01572252):0.00785180,1_0_0:0.03593339):0.04372012,(16_0_0:0.00148880,53_0_0:0.00470961):0.06331732):0.00312230):0.00031951):0.00231363):0.03156464):0.00000171,(((((12_0_0:0.03686146,(((51_0_0:0.00336280,38_0_0:0.00881424):0.02465335,(38_2_0:0.01049989,51_2_0:0.00265768):0.03883841):0.00252340,(43_0_0:0.01213282,50_0_0:0.02428509):0.00186299):0.04700892):0.02673236,((32_0_0:0.02790871,((74_0_0:0.00125759,13_0_0:0.00094298):0.00072392,((6_0_0:0.00538710,44_0_0:0.00402435):0.00246875,((64_0_0:0.00022093,21_0_0:0.00304001):0.00041634,(30_0_0:0.00264948,41_0_0:0.05983062):0.00179716):0.00072471):0.10429703):0.00323565):0.00773899,(((33_0_0:0.00759532,31_0_0:0.00319220):0.00568327,19_0_0:0.00920903):0.00364965,5_0_0:0.01559075):0.00084576):0.01535374):0.18473105,((4_0_0:0.00045671,(75_0_0:0.00015194,(35_0_0:0.00078805,(15_0_0:0.00010346,71_0_0:0.00194877):0.00757113):0.00000151):0.00995484):0.00970506,18_0_0:0.00820573):0.93471710):0.00306534,(((68_0_0:0.00132805,((23_0_0:0.02032103,70_0_0:0.00314102):0.01273745,29_0_0:0.00611715):0.00109835):0.00449369,(34_0_0:0.02987963,60_0_0:0.00561875):0.01428827):0.14183530,((22_0_0:0.00211846,(49_0_0:0.02138305,36_0_0:0.00492686):0.00496100):0.00341773,55_0_0:0.00196725):0.03697729):0.07577511):0.00991134,(((18_1_0:0.02233118,(4_1_0:0.00116669,((75_3_0:0.00021062,75_1_0:0.00020033):0.00014404,((15_1_0:0.00005660,71_1_0:0.00117746):0.00346470,35_1_0:0.00083966):0.00000200):0.00655997):0.01513098):0.73356705,((38_1_0:0.01178891,51_1_0:0.00217720):0.05292736,((5_1_0:0.01793337,((31_1_0:0.00255075,33_1_0:0.00443370):0.01513788,19_1_0:0.01258647):0.01342282):0.00049763,(32_1_0:0.02457794,((74_1_0:0.00152016,13_1_0:0.00114238):0.00307613,((6_1_0:0.01314482,44_1_0:0.00481911):0.00670062,((30_1_0:0.00337141,41_1_0:0.01779755):0.00081361,(64_1_0:0.00012495,21_1_0:0.01153291):0.00025636):0.00142415):0.10006928):0.00244647):0.01056079):0.02742642):0.05897694):0.00895990,(((22_1_0:0.00185885,(49_1_0:0.01702671,36_1_0:0.01227301):0.00605786):0.00878477,55_1_0:0.00032258):0.02483910,((34_1_0:0.03798782,60_1_0:0.00276007):0.02086231,(68_1_0:0.00307634,((70_1_0:0.00427008,23_1_0:0.04053034):0.01000338,29_1_0:0.00336549):0.00613160):0.01671465):0.03776159):0.07925283):0.01318597):0.01710577):0.03528771);

dataset_002	T002	86	1	1	8.06876	1.25213	2.19579	(((93_0_0:0.10259907,100_0_0:0.09401298):0.11684867,(90_0_0:0.08974925,((91_0_0:0.08378867,((77_0_0:0.00561068,(87_0_0:0.00492743,85_0_0:0.05597870):0.00718197):0.03272160,98_0_0:0.07838681):0.06133189):0.06667004,(((98_10_0:0.09265924,((77_10_0:0.00782612,77_11_0:0.00615045):0.00573505,(85_10_0:0.08125109,87_10_0:0.00464422):0.00622068):0.02806902):0.01766119,98_9_0:0.15279145):0.00430635,91_9_0:0.09696790):0.05342498):0.02756099):0.16535515):0.27186876,((((28_0_0:0.12089424,65_0_0:0.04448731):0.00471250,((24_0_0:0.00572344,42_0_0:0.00080788):0.00537222,(47_0_0:0.01240610,2_0_0:0.00279012):0.01430500):0.12493800):0.04666700,((((39_0_0:0.00298423,(10_0_0:0.00014648,46_0_0:0.00011090):0.00140871):0.00415499,(26_0_0:0.00039978,37_0_0:0.00116810):0.00207907):0.02221950,8_0_0:0.09614308):0.11839468,(20_0_0:0.42413504,(73_0_0:0.04454418,73_8_0:0.03848814):0.01237931):0.37498043):0.00955589):0.27107523,(((((((55_4_0:0.00680428,((36_4_0:0.02878068,49_4_0:0.03316694):0.00616878,22_4_0:0.00912931):0.01918271):0.00604654,(((36_5_0:0.03405239,49_5_0:0.02129926):0.00779203,22_5_0:0.00524200):0.01932347,55_5_0:0.00429609):0.00898456):0.01315574,55_3_0:0.03414961):0.02141830,(55_0_0:0.01384847,((36_0_0:0.01462963,49_0_0:0.03156240):0.01273062,22_0_0:0.00511391):0.01039263):0.04987056):0.00111552,((68_0_0:0.00799446,((70_0_0:0.00712983,23_0_0:0.03563323):0.01254063,29_0_0:0.01866360):0.00956811):0.04331315,(60_0_0:0.01024360,34_0_0:0.01971346):0.04418608):0.27757717):0.13869563,(((55_2_0:0.00760978,((36_2_0:0.01430975,49_2_0:0.03332093):0.00641303,22_2_0:0.00750201):0.01986362):0.04814305,(((36_6_0:0.02136906,49_6_0:0.01893131):0.00720289,22_6_0:0.00581061):0.02040795,55_6_0:0.01215535):0.05885305):0.00313559,(((68_2_0:0.00238106,68_7_0:0.00255944):0.00316162,((70_2_0:0.01188401,23_2_0:0.10314153):0.01435160,29_2_0:0.01396478):0.00892460):0.02272083,34_2_0:0.05500997):0.29338414):0.13866318):0.02137362,((18_0_0:0.01668305,((75_0_0:0.00080575,((15_0_0:0.00009012,71_0_0:0.00268217):0.01517815,35_0_0:0.00193643):0.00000307):0.01319272,4_0_0:0.00157544):0.04207910):1.00557561,(((((31_0_0:0.01415987,33_0_0:0.01931171):0.02414999,19_0_0:0.04973325):0.02837206,5_0_0:0.08171628):0.00106215,((((74_0_0:0.00432305,13_0_0:0.00208919):0.00014534,(13_1_0:0.00199992,74_1_0:0.00497108):0.00014004):0.00534656,((30_0_0:0.00532245,41_0_0:0.10574263):0.01007569,44_0_0:0.02151682):0.12720670):0.00968949,32_0_0:0.02725248):0.02818827):0.06001281,(((50_0_0:0.04180279,43_0_0:0.01475030):0.00302587,(51_0_0:0.00612099,38_0_0:0.02911991):0.05444796):0.08456550,12_0_0:0.13952387):0.04303798):0.09678535):0.00997586):0.02736047):0.13607965);

dataset_003	T003	115	1	1	5.68907	0.744952	1.12068	((((((12_3_0:0.07886499,((38_3_0:0.01182058,51_3_0:0.00701342):0.03703948,(43_3_0:0.01478174,50_3_0:0.02942486):0.00162526):0.09508413):0.01806758,((50_0_0:0.01802441,43_0_0:0.02151397):0.00240118,(38_0_0:0.01621392,51_0_0:0.00356348):0.03013513):0.09607071):0.00575932,(32_0_0:0.03372252,(((64_0_0:0.00010542,21_0_0:0.00428866):0.00218405,(44_0_0:0.00369770,6_0_0:0.00538395):0.00402965):0.11475258,(74_0_0:0.00229109,13_0_0:0.00172073):0.00282589):0.00577984):0.01799842):0.05246773,(((33_2_0:0.01038679,31_2_0:0.00984771):0.01260883,19_2_0:0.02186494):0.03016491,(12_2_0:0.05064885,(((50_7_0:0.02372682,43_4_0:0.01766355):0.00168361,51_4_0:0.03937003):0.04675648,((38_2_0:0.01252173,51_2_0:0.00393999):0.02472406,((43_2_0:0.00785557,43_6_0:0.00632215):0.01278498,50_2_0:0.01934232):0.00360327):0.02550463):0.03092941):0.02363304):0.06076519):0.17423194,(18_0_0:0.02099753,(((71_0_0:0.00249803,15_0_0:0.00006362):0.00465416,75_0_0:0.00049911):0.00464516,4_0_0:0.00085053):0.02690920):0.67497280):0.03127252,(((((42_0_0:0.00040277,24_0_0:0.00355193):0.00239759,(47_0_0:0.00843866,(2_10_0:0.00230003,47_10_0:0.00366228):0.00670773):0.00643985):0.07948525,(65_0_0:0.05860800,(28_9_0:0.02070013,28_0_0:0.01885689):0.03207470):0.00236486):0.02067575,(73_0_0:0.00261216,73_8_0:0.00142895):0.22194071):0.15117401,((((40_11_0:0.01296170,52_11_0:0.01927195):0.05554514,17_11_0:0.07133800):0.09824572,(((58_11_0:0.02241141,66_11_0:0.00553486):0.00786282,(72_11_0:0.02212017,(14_16_0:0.00007383,14_11_0:0.00010217):0.00000278):0.02772413):0.00603965,(25_11_0:0.03376176,((53_11_0:0.00499545,16_11_0:0.00173827):0.04608822,(1_11_0:0.06612054,((((56_20_0:0.02111062,56_19_0:0.02799657):0.01050092,54_19_0:0.00284079):0.00684495,(54_11_0:0.00209578,56_11_0:0.02609134):0.00384217):0.00812334,11_11_0:0.04794292):0.01304377):0.03431677):0.00256988):0.00029347):0.00368335):0.01272717,((((((14_14_0:0.00008072,72_14_0:0.02882092):0.02380587,(72_0_0:0.02516419,14_0_0:0.00003880):0.01484059):0.00557938,66_0_0:0.01854814):0.00886953,((1_0_0:0.05992256,(11_18_0:0.01079003,11_0_0:0.00613671):0.03204426):0.05941684,((25_24_0:0.01254965,25_25_0:0.01284372):0.00489757,25_0_0:0.01282884):0.02759216):0.00024562):0.00158163,((((11_13_0:0.06547460,((1_22_0:0.01638324,1_23_0:0.01202657):0.01095475,1_13_0:0.02927520):0.02911232):0.00375644,((27_17_0:0.04917925,(54_17_0:0.00377776,56_17_0:0.03703054):0.01212182):0.01612460,1_17_0:0.04218840):0.00452993):0.08337149,((58_13_0:0.03411948,66_13_0:0.00467456):0.00679688,((72_13_0:0.02736879,14_13_0:0.00008656):0.00399186,(14_15_0:0.00006881,72_15_0:0.02128468):0.00857051):0.01762448):0.00737823):0.00142997,((((1_21_0:0.01537439,1_12_0:0.01468159):0.04504929,(27_12_0:0.02701035,(56_12_0:0.05439103,54_12_0:0.00309390):0.01039108):0.02121362):0.06350190,(53_12_0:0.00789174,16_12_0:0.00301197):0.04701265):0.00196651,25_12_0:0.03075155):0.00109256):0.00081936):0.00177527,(((((((69_26_0:0.00034101,45_26_0:0.01448559):0.00012954,(45_27_0:0.01186315,69_27_0:0.00021757):0.00014857):0.00091036,62_26_0:0.00724386):0.02033990,7_26_0:0.03917585):0.00231356,((63_26_0:0.00317444,9_26_0:0.00430635):0.01024250,59_26_0:0.09040821):0.04232746):0.05656832,((52_26_0:0.07189858,((40_29_0:0.00633858,52_29_0:0.00957233):0.03933212,((40_31_0:0.00640309,52_31_0:0.01256592):0.00470421,52_30_0:0.02403894):0.01765547):0.00911669):0.00976898,((61_26_0:0.07979438,(57_26_0:0.00237448,3_26_0:0.00404964):0.00089634):0.00506739,(17_26_0:0.01308975,17_28_0:0.02052836):0.05294353):0.00515183):0.00595088):0.00179239,48_26_0:0.05612722):0.08902349):0.01543439):0.01024182):0.00000116);

dataset_004	T004	63	1	1	6.89119	1.42722	2.63873	((((((47_0_0:0.01855421,2_0_0:0.00262853):0.04100678,(42_0_0:0.00058275,24_0_0:0.01270329):0.00034159):0.00739190,28_0_0:0.21405582):0.05105468,((20_0_0:0.39061098,73_0_0:0.00825445):0.42343282,(((10_0_0:0.00012588,46_0_0:0.00005332):0.00131404,39_0_0:0.00305261):0.00748366,8_0_0:0.02808073):0.03754428):0.00664771):0.42899894,(((((((7_0_0:0.00001982,67_0_0:0.01938118):0.10828550,(62_0_0:0.00604618,(69_0_0:0.00043312,45_0_0:0.03531224):0.00069336):0.05677537):0.00020150,((62_3_0:0.02146653,(69_3_0:0.00013517,45_3_0:0.15212612):0.00112656):0.12229109,(7_3_0:0.00015664,67_3_0:0.01785089):0.14017510):0.00310210):0.00083309,(9_0_0:0.01169883,63_0_0:0.01598648):0.00379613):0.45516986,((17_0_0:0.10516820,((57_0_0:0.02377370,3_0_0:0.00149678):0.00064084,61_0_0:0.08615820):0.00324875):0.00450819,52_0_0:0.11035525):0.04088698):0.00041609,(48_4_0:0.04074278,48_0_0:0.01182539):0.03611871):0.60404630,((((1_0_0:0.33976510,(11_0_0:0.00365362,((54_0_0:0.00263159,56_0_0:0.02261513):0.00740721,27_0_0:0.03660944):0.00095091):0.00124323):0.06081385,((16_0_0:0.01193320,53_0_0:0.00386080):0.09106160,((16_2_0:0.00063320,16_1_0:0.00140185):0.00232638,53_1_0:0.00510304):0.03656820):0.04438387):0.01253958,25_0_0:0.13810578):0.00024045,((72_0_0:0.09802272,14_0_0:0.00017181):0.03933241,(58_0_0:0.11029448,66_0_0:0.01419999):0.01880543):0.02089522):0.00293177):0.04992615):0.03817955,(((((84_5_0:0.00018915,83_5_0:0.00246706):0.00000866,88_5_0:0.00452144):0.03997395,96_5_0:0.02011475):0.03588670,(96_0_0:0.09806821,(88_0_0:0.00602554,(84_0_0:0.00467667,83_0_0:0.00133623):0.00004772):0.08257973):0.00923689):0.14560715,(((97_0_0:0.01215811,89_0_0:0.00787778):0.01314300,((94_0_0:0.00439417,(80_0_0:0.01132361,((79_0_0:0.00189888,99_0_0:0.00216594):0.00808047,86_0_0:0.03387687):0.01291085):0.00037857):0.00220331,82_0_0:0.02073123):0.11792061):0.10266376,(95_0_0:0.00804643,92_0_0:0.15522345):0.01163136):0.05207822):0.71876737);

dataset_005	T005	104	1	1	8.43009	1.12393	1.93029	(((((8_0_0:0.04716903,((37_0_0:0.00162157,26_0_0:0.00023093):0.00122963,(39_0_0:0.00194827,(46_0_0:0.00014070,10_0_0:0.00017722):0.00131104):0.00328788):0.03098390):0.12287907,(20_0_0:0.24220131,73_0_0:0.01579046):0.15687786):0.19604656,((((58_0_0:0.04488035,66_0_0:0.00470695):0.01955843,(72_0_0:0.05501083,14_0_0:0.00010609):0.02922103):0.00856383,((((11_0_0:0.09785940,((54_0_0:0.00355936,56_0_0:0.02494248):0.00828664,27_0_0:0.08639013):0.00446508):0.02632313,1_0_0:0.10654904):0.08155813,(53_0_0:0.00619283,16_0_0:0.00667603):0.12372414):0.00284046,25_0_0:0.03000722):0.00023292):0.00689738,(((59_0_0:0.14407122,(9_0_0:0.00295823,63_0_0:0.00347780):0.01535060):0.02633576,((62_0_0:0.01267210,(45_0_0:0.02842484,69_0_0:0.00015729):0.00106633):0.02444482,(67_0_0:0.02725491,7_0_0:0.00012299):0.00736094):0.00390918):0.06247084,((17_0_0:0.09672784,((57_0_0:0.01439619,3_0_0:0.00826154):0.00171002,61_0_0:0.14139563):0.00749437):0.00449405,(40_0_0:0.01099871,52_0_0:0.02988966):0.10699874):0.00693185):0.10984618):0.03855489):0.00000165,(((((49_0_0:0.01922390,36_0_0:0.02429168):0.01133853,22_0_0:0.00276478):0.00284668,(((36_3_0:0.01684871,36_2_0:0.00300558):0.00396326,49_2_0:0.01827150):0.01427537,22_2_0:0.00365307):0.02467818):0.00624420,55_0_0:0.00889638):0.19104285,(((4_0_0:0.00392866,(75_0_0:0.00086931,(35_0_0:0.00160151,(71_0_0:0.00459773,15_0_0:0.00003815):0.00694195):0.00000345):0.01296672):0.04191380,18_0_0:0.01445239):0.93457003,((12_0_0:0.10762897,((51_0_0:0.00699945,38_0_0:0.01810994):0.05411572,(43_0_0:0.01146546,50_0_0:0.04017613):0.00199899):0.05827052):0.03229641,((32_0_0:0.05877287,((74_0_0:0.00366582,13_0_0:0.00200434):0.00544231,((44_0_0:0.00968379,6_0_0:0.01022877):0.00670711,((64_0_0:0.00018243,21_0_0:0.00683943):0.00114248,(30_0_0:0.00420415,41_0_0:0.02606309):0.00296188):0.00362956):0.29994578):0.00554358):0.01752281,(5_0_0:0.03191805,((19_1_0:0.01867056,(33_1_0:0.01591097,31_1_0:0.01847549):0.01203623):0.02710862,(19_0_0:0.04196157,(31_0_0:0.00650452,33_0_0:0.01292648):0.02128611):0.00957562):0.00596064):0.00142907):0.02705229):0.42617207):0.00635138):0.02075739):0.09583050,((((90_4_0:0.16122110,((91_5_0:0.07366536,(98_5_0:0.08707118,(77_5_0:0.01837919,(87_5_0:0.01117614,85_5_0:0.11898651):0.00447866):0.00620776):0.01586969):0.02360691,(91_4_0:0.08062369,(98_4_0:0.08578506,((85_4_0:0.04177530,87_4_0:0.00857395):0.00627632,77_4_0:0.01766258):0.01287067):0.03797946):0.07174586):0.02742366):0.09949264,(((81_4_0:0.00216836,76_4_0:0.01660826):0.01176211,93_4_0:0.01951760):0.01549557,100_4_0:0.07635139):0.16950093):0.00380955,((100_0_0:0.04175877,(93_0_0:0.02869480,(76_0_0:0.03117264,81_0_0:0.00257114):0.01107114):0.00631423):0.05948085,90_0_0:0.33017286):0.00274359):0.31464913,((((84_0_0:0.00507305,83_0_0:0.00208261):0.00013668,88_0_0:0.00408053):0.04963590,96_0_0:0.06006578):0.12817995,(((82_0_0:0.01034995,(94_0_0:0.01628005,((86_0_0:0.02145079,(79_0_0:0.00209079,99_0_0:0.01346401):0.01936425):0.01061145,80_0_0:0.01800761):0.00020798):0.00277364):0.02514776,(97_0_0:0.01248535,89_0_0:0.00497972):0.01730475):0.04896209,((95_0_0:0.00068615,78_0_0:0.01034539):0.01221697,92_0_0:0.04634353):0.00562494):0.03406071):0.02758571):0.15878859);
