Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

dataset_001	T001	137	1	1	19.4675	2.46592	3.99791	(((((24_1_0:0.06630341,45_1_0:0.10663066):0.18040526,((68_1_0:0.07449780,((((72_1_0:0.00024466,49_1_0:0.00039935):0.00619602,18_1_0:0.01011061):0.00394627,((60_1_0:0.01059737,60_7_0:0.00495210):0.00404522,69_1_0:0.00070854):0.02633348):0.00579136,(18_6_0:0.02318484,(49_6_0:0.00018944,72_6_0:0.00136700):0.01513913):0.02288359):0.00551261):0.02558196,((26_5_0:0.00762709,26_1_0:0.01414003):0.07885045,21_1_0:0.08869338):0.01303902):0.19801212):0.03566552,(((((25_1_0:0.01741820,((((42_1_0:0.00080393,4_1_0:0.01858045):0.09251899,(73_1_0:0.02452836,(59_1_0:0.00007417,6_1_0:0.00341085):0.02451112):0.04750958):0.09416181,13_1_0:0.06409679):0.05885179,7_1_0:0.33576573):0.02974320):0.02733528,((((58_1_0:0.00548854,48_1_0:0.06988144):0.03938186,71_1_0:0.04389541):0.09586679,54_1_0:0.09180140):0.06920304,(((((32_1_0:0.02171526,63_1_0:0.00614591):0.00499076,3_1_0:0.03136879):0.03541385,(14_1_0:0.01580789,66_1_0:0.00601896):0.09530508):0.05879204,((53_1_0:0.00345057,19_1_0:0.00104074):0.09330310,29_1_0:0.10448887):0.00559620):0.05161329,(29_14_0:0.14294161,((3_14_0:0.00467485,(63_14_0:0.01749706,32_14_0:0.00581330):0.04465572):0.06348507,(66_14_0:0.00755349,14_14_0:0.00446261):0.00549296):0.05944631):0.13944077):0.02013260):0.09164405):0.03778242,31_1_0:0.52847446):0.13523563,(((61_1_0:0.06715695,46_1_0:0.09473569):0.25484459,((10_1_0:0.01675014,(30_1_0:0.00175728,51_1_0:0.00038100):0.00756567):0.03753403,27_1_0:0.17723467):0.12562217):0.00173755,(12_1_0:0.00424673,37_1_0:0.06755705):0.18559720):0.76381251):0.06035274,(((17_1_0:0.00715672,11_1_0:0.02136975):0.00222100,70_1_0:0.03458783):0.02807851,((17_8_0:0.00545883,11_8_0:0.01463064):0.01895703,70_8_0:0.01583361):0.00268709):0.52143370):0.11970877):0.23734409,((((((10_0_0:0.00873240,(51_0_0:0.00113530,30_0_0:0.00045043):0.00608392):0.07711169,(61_0_0:0.00874754,46_0_0:0.17388206):0.13981957):0.00313536,(12_0_0:0.02843646,(37_0_0:0.00647255,37_10_0:0.03082790):0.02656447):0.34403028):0.47637172,((((22_0_0:0.04395670,8_0_0:0.13733536):0.02135754,(23_0_0:0.04607405,(36_0_0:0.01379242,64_0_0:0.03037110):0.05099269):0.02519748):0.08258515,(67_0_0:0.10454773,((((9_18_0:0.05248087,9_0_0:0.04340799):0.04568200,15_0_0:0.02635302):0.06961551,28_0_0:0.01954945):0.08671131,31_0_0:0.02927023):0.03191433):0.10638633):0.31921079,(((((19_13_0:0.00631580,53_13_0:0.02536165):0.21413080,29_13_0:0.18742208):0.00196978,((32_13_0:0.00316972,63_13_0:0.01444288):0.02055446,(3_15_0:0.01025736,3_13_0:0.00241076):0.00515264):0.08170955):0.16157305,((((48_0_0:0.00468368,58_0_0:0.07274743):0.01822554,71_0_0:0.07106564):0.00131191,(71_11_0:0.11978097,(58_11_0:0.01786327,48_11_0:0.01155132):0.00915003):0.00423818):0.02653616,54_0_0:0.24360315):0.04901844):0.07868273,((13_0_0:0.10105773,((42_0_0:0.03474578,4_0_0:0.03161402):0.03688542,(73_0_0:0.02856953,((59_0_0:0.00894024,59_16_0:0.00252991):0.00063932,6_0_0:0.01091712):0.01993378):0.00485363):0.04421866):0.01554702,(((20_0_0:0.00494877,1_0_0:0.07391483):0.00225137,40_0_0:0.02527599):0.00032431,35_0_0:0.00489699):0.05962871):0.20702026):0.00670270):0.11266405):0.08484074,((70_0_0:0.00642851,70_9_0:0.01770984):0.00013302,(17_0_0:0.00456418,11_0_0:0.02778457):0.01106537):0.74041022):0.03110131,(((26_0_0:0.08623631,21_0_0:0.06216498):0.00297116,(68_0_0:0.10821347,((69_0_0:0.00327935,60_0_0:0.00243797):0.00499047,18_0_0:0.02453694):0.00090348):0.01293188):1.96604624,((2_2_0:0.10250142,((24_3_0:0.05118379,45_3_0:0.15745812):0.00896899,(24_2_0:0.06091835,45_2_0:0.05463008):0.00180737):0.00751174):0.02322087,((2_4_0:0.02173633,2_0_0:0.02649087):0.09688643,(45_0_0:0.02623524,24_0_0:0.02898206):0.04173011):0.03887117):0.25079351):0.12754810):0.25063470):0.00054471,(((((75_0_0:0.00662617,43_0_0:0.00728762):0.18721876,34_0_0:0.13961050):0.31783941,((55_0_0:0.02041883,55_19_0:0.01309354):0.02190439,(56_0_0:0.03668420,33_0_0:0.05529345):0.01096317):0.68128781):0.16769125,(39_0_0:0.06917233,(62_0_0:0.01207499,57_0_0:0.02023126):0.04658013):0.26262496):0.02550493,(((52_0_0:0.04268068,74_0_0:0.00416200):0.01561159,16_0_0:0.02332795):0.04258905,((44_0_0:0.02454726,(50_0_0:0.01145214,65_0_0:0.01500873):0.00963027):0.00697514,(5_0_0:0.00080026,47_0_0:0.00099676):0.02320336):0.25948906):0.17014222):0.09179732);

dataset_002	T002	34	1	1	0.955641	0.305399	0.473145	((((95_17_0:0.02026490,95_18_0:0.01490444):0.00076975,97_17_0:0.07743558):0.02552331,(95_2_0:0.03824006,97_2_0:0.00595250):0.02123930):0.20244042,(((87_11_0:0.01812492,100_11_0:0.00255619):0.01992584,((((98_2_0:0.00216678,82_2_0:0.00276783):0.01200977,(88_16_0:0.00455925,88_2_0:0.00973871):0.00001997):0.00191483,((100_2_0:0.01552349,87_2_0:0.02315030):0.00060306,84_2_0:0.00612822):0.00074221):0.00420974,((84_12_0:0.00827471,(87_12_0:0.00407938,(100_12_0:0.00795827,100_14_0:0.00673210):0.00275584):0.00182248):0.00201939,(88_12_0:0.00619837,(86_12_0:0.01497690,(82_12_0:0.01688694,98_12_0:0.00756948):0.00397618):0.00249722):0.01043770):0.00235379):0.07432834):0.00355058,((87_10_0:0.00557234,(88_10_0:0.00274843,86_10_0:0.02295965):0.01013233):0.00284009,((88_13_0:0.00988256,(((82_15_0:0.00359407,98_15_0:0.00436629):0.00011900,(98_13_0:0.00320171,82_13_0:0.00265530):0.00018630):0.00673130,86_13_0:0.01319290):0.00157140):0.01253384,((100_13_0:0.00905854,87_13_0:0.01698740):0.00244612,84_13_0:0.01187265):0.00067259):0.00189448):0.04937804):0.05371493);

dataset_003	T003	105	1	1	6.71103	0.638293	1.00841	(((((26_0_0:0.04586624,(21_0_0:0.01871051,21_2_0:0.01956767):0.01774847):0.00571783,((((72_0_0:0.00022446,49_0_0:0.00008414):0.00572268,18_0_0:0.00557343):0.00383696,(69_0_0:0.00241558,(60_0_0:0.00123923,60_3_0:0.00166118):0.00111400):0.01775817):0.00737193,68_0_0:0.03962671):0.01176158):0.50060377,((69_1_0:0.00585072,60_1_0:0.00244047):0.01778389,(18_1_0:0.00721774,(49_1_0:0.00012132,72_1_0:0.00031969):0.00413046):0.00404036):0.39183632):0.02544746,(((((31_23_0:0.08314090,((31_0_0:0.06422832,((15_0_0:0.01277445,9_0_0:0.01989307):0.01569198,28_0_0:0.01112241):0.02880936):0.01661956,67_0_0:0.05572138):0.00922041):0.02540432,((64_0_0:0.04466859,36_0_0:0.02456766):0.02283631,(8_0_0:0.03968014,22_0_0:0.04647534):0.02293400):0.03554799):0.09663114,(((58_0_0:0.01577523,48_0_0:0.01871206):0.06063673,54_0_0:0.09186121):0.11858651,((7_5_0:0.08976627,((35_5_0:0.01678444,(20_5_0:0.00900026,1_5_0:0.01440140):0.00057726):0.07758408,(13_5_0:0.10114902,((4_5_0:0.01555282,42_5_0:0.00757796):0.04657980,(73_5_0:0.01073462,(59_5_0:0.00279657,6_5_0:0.00406537):0.00696697):0.03865929):0.03267680):0.01311308):0.01510866):0.04605825,((54_5_0:0.12060779,29_5_0:0.08976604):0.06495680,((((71_8_0:0.05602861,58_8_0:0.02106820):0.03879087,((58_6_0:0.01167917,48_6_0:0.01694149):0.01121447,71_6_0:0.07328060):0.02992989):0.00388012,54_6_0:0.06518408):0.07203287,((((29_12_0:0.00048570,29_6_0:0.00059632):0.01320911,29_11_0:0.01132746):0.02875882,(19_6_0:0.00224133,53_6_0:0.00482346):0.04838708):0.00380012,((66_6_0:0.00285915,14_6_0:0.00436310):0.03170645,(3_6_0:0.00966665,(63_6_0:0.00855695,32_6_0:0.00297714):0.00530695):0.01680240):0.02161753):0.06232090):0.04058091):0.00155093):0.00007412):0.02149452):0.02841666,((((31_24_0:0.00623191,31_4_0:0.00789928):0.07523098,67_26_0:0.03969384):0.04235082,((23_4_0:0.03301985,(64_4_0:0.03520114,(36_22_0:0.00025958,36_4_0:0.00015535):0.02429852):0.01811749):0.00643598,(22_4_0:0.04829120,8_4_0:0.02110529):0.02540153):0.04467598):0.18707775,((54_10_0:0.02040273,54_4_0:0.02565256):0.12202383,((((35_13_0:0.01785562,(40_13_0:0.00869358,(1_13_0:0.01753631,20_13_0:0.01034045):0.00034621):0.00015140):0.06243358,((73_13_0:0.00770235,(6_13_0:0.00404511,59_13_0:0.00250430):0.00821007):0.09225525,(13_13_0:0.00379108,13_17_0:0.00318305):0.06766621):0.00546227):0.02149328,(7_13_0:0.10589880,(7_15_0:0.04490395,7_16_0:0.06967177):0.03807741):0.00989256):0.02870484,(((35_19_0:0.01681030,(40_19_0:0.00854711,(1_19_0:0.01736756,20_19_0:0.00836432):0.00050146):0.00017675):0.03377060,(35_4_0:0.01010960,(40_4_0:0.01102234,(20_4_0:0.00919269,1_4_0:0.01140572):0.00057793):0.00020912):0.07357252):0.02798099,((4_4_0:0.00834618,42_4_0:0.00931715):0.04584571,(73_4_0:0.00710018,(59_4_0:0.00188174,6_4_0:0.00398052):0.00764471):0.04298445):0.05238097):0.04375108):0.02435311):0.01318261):0.01811764):0.02580658,(70_0_0:0.01017152,(17_0_0:0.00302115,11_0_0:0.00777810):0.00792704):0.31787593):0.03689728):0.06065793,((((65_27_0:0.00979122,50_27_0:0.00840746):0.00613859,44_27_0:0.01301070):0.00478044,(47_27_0:0.00035416,5_27_0:0.00042782):0.03458315):0.07827056,((47_0_0:0.00070981,5_0_0:0.00061820):0.03293450,((50_0_0:0.00659528,65_0_0:0.01167733):0.00909952,44_0_0:0.01345111):0.00695830):0.11918457):0.21729155);

dataset_004	T004	103	1	1	2.42898	0.21601	0.37886	((((((31_0_0:0.00824584,(28_0_0:0.00189062,9_0_0:0.01650729):0.00923768):0.00629846,67_0_0:0.01811866):0.00847160,((8_0_0:0.00935956,22_0_0:0.01321618):0.00732338,(23_0_0:0.01117001,(64_0_0:0.01082579,36_0_0:0.01532575):0.00560376):0.00257863):0.01070412):0.08124090,((((((66_0_0:0.00308127,14_0_0:0.00250242):0.00303529,((63_0_0:0.00236896,32_0_0:0.00176146):0.00163698,3_0_0:0.00782384):0.00664819):0.00111304,((3_1_0:0.00349504,(63_1_0:0.00253069,32_1_0:0.00329025):0.00134255):0.00484399,(14_1_0:0.00108050,66_1_0:0.00056966):0.00910952):0.00080834):0.00823429,((53_0_0:0.00091262,19_0_0:0.00013651):0.02025160,29_0_0:0.03051916):0.00085844):0.02061004,(54_0_0:0.01672093,(58_0_0:0.00503552,71_0_0:0.02798312):0.00768262):0.04388588):0.02987713,(25_0_0:0.05687869,((((13_2_0:0.00355538,13_0_0:0.00571060):0.00755777,((4_0_0:0.00602216,42_0_0:0.00453875):0.00758535,((6_0_0:0.00258850,59_0_0:0.00097935):0.00210081,73_0_0:0.00343973):0.01406608):0.00950545):0.00480775,((35_3_0:0.00599440,(40_3_0:0.00755278,(20_3_0:0.00466633,1_3_0:0.00520871):0.00007448):0.00004974):0.00756517,(35_0_0:0.00622305,((20_0_0:0.00287523,1_0_0:0.00619786):0.00038606,40_0_0:0.00589954):0.00011623):0.01286731):0.00889687):0.00592831,7_0_0:0.02292452):0.00318467):0.01606571):0.00209125):0.01448129,(11_0_0:0.00283799,17_0_0:0.00144038):0.09712056):0.01938338,((((((77_0_0:0.01964239,(85_0_0:0.00195874,78_0_0:0.00542602):0.01477621):0.00917401,(91_0_0:0.02388745,79_0_0:0.01625381):0.00045613):0.00527063,((76_17_0:0.00420561,76_0_0:0.00302044):0.01231058,96_0_0:0.00778109):0.00387009):0.07379017,((((83_0_0:0.00666304,80_0_0:0.00731638):0.01170782,(80_14_0:0.00560794,83_14_0:0.00378975):0.00655897):0.00253066,94_0_0:0.01119034):0.03399267,(((93_6_0:0.02662950,(90_6_0:0.00981357,((81_6_0:0.00324026,81_9_0:0.00355967):0.00381290,99_6_0:0.01033771):0.00970458):0.03558075):0.01806543,(89_6_0:0.02113729,(((80_15_0:0.00579879,83_15_0:0.00686028):0.00627119,(80_6_0:0.00426359,83_6_0:0.00435646):0.00901206):0.00552228,94_6_0:0.00461113):0.01993049):0.00201945):0.00385447,(((94_7_0:0.02222194,(80_7_0:0.00747212,83_7_0:0.00924580):0.01871039):0.02708316,(89_11_0:0.01778514,(89_12_0:0.00709541,89_7_0:0.00313594):0.00795862):0.00614910):0.00341588,(((90_7_0:0.02887227,((81_10_0:0.00281676,81_7_0:0.00145104):0.00744758,99_7_0:0.00900157):0.00494219):0.03735121,93_7_0:0.04924434):0.01260457,(90_8_0:0.01622716,(81_8_0:0.01354748,99_8_0:0.00471104):0.01704841):0.06748479):0.00220947):0.00751269):0.01647775):0.00725532):0.03110398,(((90_5_0:0.01101016,(81_5_0:0.00965514,99_5_0:0.00904169):0.00642968):0.02840936,93_5_0:0.05717168):0.01587026,((89_13_0:0.00156308,89_5_0:0.00244565):0.01393558,(94_5_0:0.01007705,(83_5_0:0.00793426,(80_16_0:0.00254560,80_5_0:0.00146436):0.00090827):0.02371337):0.04501513):0.00355782):0.01916151):0.04540906,((((100_0_0:0.00179053,87_0_0:0.00281167):0.00037097,84_0_0:0.00254352):0.00025621,(88_0_0:0.00184993,((82_0_0:0.00202681,98_0_0:0.00076636):0.00103053,86_0_0:0.00683294):0.00084067):0.00101875):0.02175544,(((95_4_0:0.00120118,95_0_0:0.00098761):0.00889923,97_0_0:0.01052795):0.00876142,92_0_0:0.01152880):0.02482642):0.12669533):0.00796105);

dataset_005	T005	176	1	1	28.3814	1.99174	3.70789	((((87_0_0:0.02544893,100_0_0:0.05403349):0.00194029,84_0_0:0.03747028):0.00413734,(86_0_0:0.02597256,88_0_0:0.01243706):0.00504106):1.93162692,((((24_5_0:0.02018523,45_5_0:0.06596584):0.27243105,((2_1_0:0.00066362,2_8_0:0.00212604):0.01179044,2_7_0:0.01299133):0.21994984):0.31105511,((((3_68_0:0.03117992,(32_68_0:0.00705534,63_68_0:0.02825869):0.00649192):0.55647493,((48_1_0:0.00046469,48_54_0:0.00099574):0.34868537,((((3_58_0:0.02140108,(63_70_0:0.01216434,32_58_0:0.01205936):0.02556404):0.05984122,(14_58_0:0.01602202,66_58_0:0.00408406):0.06004614):0.05145067,(53_58_0:0.00717872,19_58_0:0.00136612):0.10856981):0.01610432,(((14_57_0:0.02130578,66_57_0:0.01246356):0.04982221,(((3_63_0:0.06522799,(32_63_0:0.00559969,63_63_0:0.02524573):0.01326963):0.04741145,(14_72_0:0.01387904,66_72_0:0.01049961):0.08593003):0.00534620,((63_64_0:0.05318025,3_64_0:0.03791352):0.02405137,(14_64_0:0.01741576,66_64_0:0.00869810):0.06769848):0.00305962):0.03180543):0.04526546,((53_60_0:0.00568276,19_60_0:0.00465824):0.04717707,(53_57_0:0.00878565,(19_57_0:0.00621905,19_61_0:0.00491268):0.00387697):0.05321290):0.05037561):0.06678596):0.16264357):0.03671389):0.08769933,(((48_52_0:0.17368399,71_52_0:0.43404680):0.10810325,(54_56_0:0.08639116,54_52_0:0.04183875):0.09152639):0.25353398,((((63_65_0:0.02045574,(32_65_0:0.01789675,32_71_0:0.01014597):0.00015237):0.02309344,(3_69_0:0.00950696,3_65_0:0.01159973):0.03534623):0.06543326,((((3_66_0:0.04139930,(63_66_0:0.02196753,32_66_0:0.01845008):0.01295927):0.07854669,(((14_66_0:0.01789466,66_66_0:0.00481013):0.04194375,(66_76_0:0.00695868,14_76_0:0.01318976):0.08820894):0.01730351,((14_75_0:0.01006330,66_75_0:0.01117791):0.09393375,(66_74_0:0.01395998,14_74_0:0.01509402):0.02982756):0.00768929):0.01169439):0.00628539,(66_67_0:0.00635226,14_67_0:0.01679349):0.16729853):0.00175831,((3_59_0:0.03197402,(32_59_0:0.01192688,63_59_0:0.01074615):0.01642652):0.02593482,(66_73_0:0.01360708,14_73_0:0.01835983):0.09789034):0.00354677):0.00594004):0.02077149,((53_59_0:0.01337687,19_59_0:0.00362200):0.08271471,29_59_0:0.09575350):0.00403357):0.21902028):0.15319793):0.03246727,(((7_81_0:0.08821923,7_1_0:0.02740363):0.11705182,7_79_0:0.17159645):0.32037655,(((13_87_0:0.25805159,13_77_0:0.06636313):0.02133138,((73_85_0:0.00886335,(6_85_0:0.00374656,(59_85_0:0.00549946,59_86_0:0.00354730):0.00073810):0.04928490):0.18888632,((4_77_0:0.04013452,42_77_0:0.01221504):0.20611818,(73_77_0:0.03803640,(6_77_0:0.01285989,59_77_0:0.00325402):0.01726887):0.08323703):0.00002777):0.09024388):0.06174267,(7_77_0:0.20448199,7_82_0:0.10643128):0.06290967):0.12196535):0.03753030):0.21443517):0.31850911,(((((57_116_0:0.00517316,57_114_0:0.01442092):0.02746544,62_114_0:0.02309199):0.12937113,39_114_0:0.06267694):0.41999862,((((74_121_0:0.01060794,74_117_0:0.00815779):0.00863285,52_117_0:0.07998410):0.91159350,(5_117_0:0.00128227,47_117_0:0.00079939):0.81166667):0.42418148,(((75_90_0:0.00629077,43_90_0:0.00343864):0.01824956,(75_104_0:0.01085489,43_104_0:0.00461118):0.01391305):0.56714711,(((((33_95_0:0.03508761,56_95_0:0.04386898):0.04046314,55_95_0:0.07645089):0.20252812,(55_93_0:0.20291086,((75_96_0:0.00881375,43_96_0:0.00474982):0.07050439,(34_96_0:0.01582643,34_109_0:0.02670466):0.10982816):0.18905125):0.00976103):0.09536922,((((75_100_0:0.00940623,43_100_0:0.00270485):0.05844710,34_100_0:0.12639749):0.24949740,(((34_111_0:0.05668426,34_110_0:0.02483951):0.03189729,34_94_0:0.07565667):0.07908861,((43_105_0:0.00531888,75_105_0:0.01383904):0.07575193,((75_106_0:0.00515559,43_106_0:0.00399346):0.00560164,(43_107_0:0.00219747,75_107_0:0.00782578):0.00498605):0.03351087):0.04383398):0.24498422):0.04945378,(((43_103_0:0.00384482,75_103_0:0.00649528):0.12473924,34_101_0:0.11771448):0.02888658,34_102_0:0.13422223):0.18595222):0.03261026):0.02369262,((56_113_0:0.00977191,56_89_0:0.01314094):0.01958176,33_89_0:0.05519713):0.57764715):0.28800206):0.21669705):0.03703176):0.21606262,(((((((11_46_0:0.01240020,11_28_0:0.03693813):0.00217853,17_28_0:0.01219521):0.02113295,70_28_0:0.03808365):0.55382643,((70_24_0:0.01354639,(11_24_0:0.04847650,17_24_0:0.00693118):0.02830794):0.78310190,((17_19_0:0.00721106,11_19_0:0.03110550):0.31603454,(((11_25_0:0.02172614,17_25_0:0.00563224):0.02432478,70_25_0:0.05162406):0.02377095,((70_50_0:0.01007827,70_29_0:0.01945715):0.02470810,(17_29_0:0.00290078,11_29_0:0.01753459):0.01688625):0.23923325):0.19343187):0.02595099):0.16419615):0.03720206,(((17_27_0:0.00624704,11_27_0:0.06578745):0.02016253,70_27_0:0.02288202):0.13449461,(70_20_0:0.03789318,(11_20_0:0.04248043,17_20_0:0.00630603):0.01221474):0.51377467):0.05269064):0.26577715,(((17_26_0:0.01436095,11_26_0:0.02642595):0.02294860,(70_26_0:0.02087094,70_47_0:0.01027403):0.01416817):0.20855341,((17_9_0:0.01341191,11_9_0:0.04712622):0.02905411,70_9_0:0.02816361):0.17583778):0.52841266):0.14680708,((70_39_0:0.02528248,(17_39_0:0.00149014,11_39_0:0.03579257):0.03946585):0.57585862,((((70_34_0:0.03268678,(11_34_0:0.02428298,17_34_0:0.00735717):0.04939913):0.30660179,(((11_41_0:0.03385714,17_41_0:0.00844488):0.01939727,70_41_0:0.07087802):0.01135046,(70_42_0:0.00746035,((11_45_0:0.01247438,17_45_0:0.00702623):0.01806506,(17_42_0:0.01528973,11_42_0:0.03288680):0.04823108):0.00021118):0.00486497):0.30756118):0.02522623,((11_36_0:0.00922260,17_36_0:0.02093420):0.01620956,70_36_0:0.04319096):0.13503204):0.34526895,(((11_40_0:0.02543146,17_40_0:0.01560987):0.00875231,70_40_0:0.04905216):0.05382676,(70_32_0:0.04178963,(17_32_0:0.00708076,11_32_0:0.03020960):0.00952230):0.18947361):0.40876253):0.11926250):0.16562806):0.12673399):0.00916636):0.03813640);
