Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

dataset_001	T001	5	1	1	0.938762	0.43232	0.813639	(((17_6_0:0.03168406,16_6_0:0.01716432):0.07079571,17_13_0:0.17738483):0.20393400,(14_10_0:0.01206636,18_10_0:0.00547893):0.42025334);

dataset_002	T002	44	1	1	4.75362	0.793183	1.35684	(((15_0_0:0.28798884,((13_0_0:0.10384187,((20_0_0:0.00323527,(12_0_0:0.00217466,19_0_0:0.00116165):0.00157747):0.00694174,(20_4_0:0.00237173,(12_4_0:0.00264558,19_4_0:0.00102793):0.00083257):0.01304882):0.03412042):0.01826195,(18_0_0:0.00766728,14_0_0:0.00459998):0.07538308):0.07860388):0.32304405,(((15_2_0:0.32695792,((18_2_0:0.00734635,14_2_0:0.01383909):0.13232619,(((12_2_0:0.00237655,19_2_0:0.00117288):0.00126095,20_2_0:0.00354539):0.03168360,13_2_0:0.09919618):0.03313431):0.05968267):0.01219903,(16_2_0:0.01153086,17_2_0:0.04425429):0.20286135):0.18920790,((17_3_0:0.01890219,16_3_0:0.02952009):0.16946751,(15_3_0:0.20831105,(((((12_3_0:0.00161020,19_3_0:0.00104809):0.00125216,20_3_0:0.00265697):0.01185690,(20_5_0:0.00509889,(19_5_0:0.00053861,12_5_0:0.00216832):0.00124626):0.01400750):0.02674577,13_3_0:0.11839302):0.02205614,14_3_0:0.09289801):0.07597822):0.00971389):0.09534314):0.11318730):0.15163055,((10_0_0:0.04704312,(11_0_0:0.00710268,7_0_0:0.00416638):0.02757172):0.07338706,((((4_0_0:0.02879030,3_0_0:0.02548261):0.03473764,5_0_0:0.06498176):0.02053251,(5_1_0:0.10078097,(3_1_0:0.01582328,4_1_0:0.01701501):0.06119794):0.01892342):0.05571810,(((9_0_0:0.05660933,1_0_0:0.01954051):0.04020687,6_0_0:0.12857954):0.02656571,(2_0_0:0.00046674,8_0_0:0.00111600):0.18096219):0.02045447):0.00701633):0.35411078);

dataset_003	T003	23	1	1	1.52985	0.241782	0.455696	((((((10_11_0:0.00396081,10_4_0:0.00265398):0.07479870,(7_10_0:0.00710346,11_10_0:0.00463869):0.05358044):0.00512527,10_5_0:0.06599012):0.01300646,(7_2_0:0.04835542,((7_7_0:0.00440094,11_7_0:0.00318055):0.00357754,(7_8_0:0.00592921,11_8_0:0.03072649):0.03924091):0.00597789):0.13933521):0.02631676,((7_3_0:0.00404624,11_3_0:0.00934787):0.05855641,7_9_0:0.07793268):0.08743949):0.00018487,((5_2_0:0.16134210,(4_2_0:0.02305239,3_2_0:0.03637720):0.07339312):0.04290073,(((1_14_0:0.02261966,1_2_0:0.01023137):0.01472255,(1_13_0:0.03483215,(1_12_0:0.00368899,1_15_0:0.00456902):0.02459569):0.00130002):0.09466328,(2_2_0:0.00051511,8_2_0:0.00117964):0.18980401):0.00498125):0.00967100);

dataset_004	T004	5	1	1	0.258816	0.110101	0.219	(15_0_0:0.10889871,((18_2_0:0.00910047,14_2_0:0.00546418):0.01182356,(14_0_0:0.01665786,18_0_0:0.01342749):0.00684150):0.08660206);

dataset_005	T005	51	1	1	1.56257	0.224536	0.412846	(((((12_31_0:0.00012715,19_31_0:0.00115680):0.00033763,20_31_0:0.00264793):0.02347375,(13_56_0:0.00283651,13_31_0:0.01790453):0.02738271):0.05127270,((((16_23_0:0.00335814,((16_93_0:0.00086995,16_90_0:0.00254064):0.00037255,16_91_0:0.00235480):0.00130739):0.00116611,((16_92_0:0.00080037,16_89_0:0.00021018):0.01044894,16_88_0:0.01076039):0.00034295):0.00856694,17_23_0:0.00589687):0.12475552,(((17_95_0:0.00955230,(17_82_0:0.00149283,17_96_0:0.00307298):0.00055695):0.01426191,16_82_0:0.00307261):0.04630750,17_85_0:0.01644407):0.00687995):0.03956698):0.00382839,(((((20_50_0:0.00221055,(12_50_0:0.00070423,19_50_0:0.00009046):0.00020279):0.00591844,((20_51_0:0.00059427,(12_51_0:0.00024564,19_51_0:0.00064446):0.00102008):0.00024211,((12_53_0:0.00262921,19_53_0:0.00041365):0.00050452,20_53_0:0.00300259):0.00067698):0.00326722):0.00971521,(13_60_0:0.09944039,((13_64_0:0.01201823,13_61_0:0.01306827):0.01014144,13_59_0:0.01246947):0.00962730):0.00039604):0.02878761,((13_24_0:0.00458087,13_57_0:0.00200751):0.01991267,((19_24_0:0.00083937,12_24_0:0.00053343):0.00052995,20_24_0:0.00254414):0.03079351):0.03775843):0.01705378,(((((((18_70_0:0.00443411,18_72_0:0.00131611):0.00155674,((14_74_0:0.00026285,14_73_0:0.00013838):0.00296027,14_70_0:0.00351948):0.00099335):0.05442876,14_29_0:0.02052153):0.01827660,(13_29_0:0.04045907,(20_29_0:0.00311044,(19_29_0:0.00059969,12_29_0:0.00008211):0.00228937):0.01733780):0.02845260):0.02533670,15_34_0:0.14286801):0.00613254,(16_78_0:0.02991261,16_80_0:0.00952761):0.18402775):0.00824688,(13_67_0:0.03128706,13_65_0:0.02554332):0.11608179):0.00134677):0.00100211);
