Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

dataset_001	T001	20	1	1	1.24253	0.632808	0.991536	((((11_0_0:0.01289727,(2_0_0:0.00071731,14_0_0:0.00165267):0.00156461):0.00427546,((3_0_0:0.00084990,6_0_0:0.00196307):0.00402398,13_0_0:0.00419689):0.00469585):0.03737287,(9_0_0:0.03132125,(8_0_0:0.01749102,((4_0_0:0.03841714,12_0_0:0.03382429):0.00101208,(1_0_0:0.00269668,(7_0_0:0.00105498,(10_0_0:0.00333289,5_0_0:0.00639116):0.00021696):0.00046096):0.00611727):0.01017827):0.03880480):0.48988180):0.05451380,((15_0_0:0.00503492,(18_0_0:0.00170591,(17_0_0:0.00137795,19_0_0:0.00745517):0.00199802):0.00160666):0.03518472,(20_0_0:0.04807464,16_0_0:0.01951569):0.02370801):0.28694589);

dataset_002	T002	20	1	1	0.759437	0.277119	0.549325	(((15_0_0:0.00177862,((19_0_0:0.00438493,17_0_0:0.00162090):0.00074680,18_0_0:0.00094935):0.00132342):0.01526737,(16_0_0:0.02392031,20_0_0:0.02831834):0.01505902):0.22882928,(((8_0_0:0.00998765,((((5_0_0:0.00502572,10_0_0:0.00390522):0.00020174,7_0_0:0.00096406):0.00023013,1_0_0:0.00527583):0.00598198,(4_0_0:0.02945009,12_0_0:0.02255437):0.00106598):0.00524405):0.02070960,9_0_0:0.01329133):0.19715346,(((3_0_0:0.00051735,6_0_0:0.00262058):0.00393628,13_0_0:0.00291574):0.00045525,(11_0_0:0.00916720,(2_0_0:0.00037853,14_0_0:0.00083748):0.00200379):0.01979423):0.05007606):0.02349546);

dataset_003	T003	20	1	1	0.896197	0.445199	0.645822	((((18_0_0:0.00008341,(19_0_0:0.00623236,17_0_0:0.00065277):0.00095444):0.00218731,15_0_0:0.00460152):0.00917987,(20_0_0:0.04794068,16_0_0:0.02436000):0.03714233):0.11553966,((((2_0_0:0.00070014,14_0_0:0.00178391):0.00141265,11_0_0:0.00827675):0.01701553,((3_0_0:0.00053349,6_0_0:0.00418587):0.00401782,13_0_0:0.00288124):0.00145279):0.05003806,(9_0_0:0.02204881,(8_0_0:0.02324332,((12_0_0:0.03743773,4_0_0:0.02113160):0.00135301,(1_0_0:0.00169838,((10_0_0:0.00218151,5_0_0:0.01458035):0.00024103,7_0_0:0.00073126):0.00006991):0.02612368):0.00563306):0.01433661):0.36291867):0.02129574);

dataset_004	T004	20	1	1	0.251628	0.0957157	0.14918	(((20_0_0:0.01330436,16_0_0:0.02802141):0.00561215,((18_0_0:0.00017574,(17_0_0:0.00006495,19_0_0:0.00071735):0.00273339):0.00029650,15_0_0:0.00496829):0.01417214):0.01983065,(((((12_0_0:0.00562038,4_0_0:0.00207530):0.00061126,(1_0_0:0.00068631,((5_0_0:0.00021737,10_0_0:0.00031668):0.00012706,7_0_0:0.00003346):0.00001902):0.01125059):0.00834790,8_0_0:0.00234365):0.04419113,9_0_0:0.00570383):0.02451669,(((6_0_0:0.00022028,3_0_0:0.00000831):0.00147901,13_0_0:0.00463663):0.00071930,(11_0_0:0.00000393,(2_0_0:0.00007548,14_0_0:0.00056377):0.00041428):0.00083475):0.03999112):0.00672311);

dataset_005	T005	20	1	1	0.979996	0.430938	0.712667	(((15_0_0:0.00386845,(18_0_0:0.00074465,(17_0_0:0.00042376,19_0_0:0.00840706):0.00115519):0.00037087):0.02637888,(16_0_0:0.03564043,20_0_0:0.02835452):0.01635572):0.22973252,((9_0_0:0.01119806,(8_0_0:0.04370260,((4_0_0:0.05925620,12_0_0:0.02149331):0.00130006,(1_0_0:0.00427113,(7_0_0:0.00147407,(10_0_0:0.00162922,5_0_0:0.00359455):0.00016963):0.00009994):0.01053050):0.01307458):0.06944399):0.28207177,(((2_0_0:0.00153290,14_0_0:0.00059968):0.00088624,11_0_0:0.00438447):0.01634870,((3_0_0:0.00088173,6_0_0:0.00527730):0.00448263,13_0_0:0.00279634):0.00253125):0.05974103):0.00579185);

dataset_006	T006	20	1	1	1.22351	0.622012	0.969981	((((18_0_0:0.00194220,(17_0_0:0.00317435,19_0_0:0.01436632):0.00142785):0.00096276,15_0_0:0.00409603):0.02725504,(16_0_0:0.01848545,20_0_0:0.05132289):0.02518927):0.27145700,(((11_0_0:0.00887285,(2_0_0:0.00083171,14_0_0:0.00086518):0.00189302):0.02152489,((6_0_0:0.00287476,3_0_0:0.00072249):0.00678346,13_0_0:0.00711536):0.00765347):0.03083223,((((1_0_0:0.00384912,((5_0_0:0.00481185,10_0_0:0.00228253):0.00067156,7_0_0:0.00127949):0.00019938):0.00767977,(12_0_0:0.02177927,4_0_0:0.03305935):0.00152556):0.00669579,8_0_0:0.02789391):0.04681984,9_0_0:0.02140003):0.48588132):0.04802976);

dataset_007	T007	20	1	1	1.17666	0.48895	0.890831	(((16_0_0:0.05606309,20_0_0:0.01926918):0.02968936,(15_0_0:0.00566467,((17_0_0:0.00304758,19_0_0:0.00140741):0.00430046,18_0_0:0.00359270):0.00086880):0.04438198):0.40319716,(((8_0_0:0.01674998,((4_0_0:0.02489756,12_0_0:0.03494288):0.00222483,(1_0_0:0.00135227,(7_0_0:0.00123858,(5_0_0:0.01265813,10_0_0:0.00335543):0.00056106):0.00013499):0.01595567):0.01905820):0.08945826,9_0_0:0.01902400):0.24053484,(((14_0_0:0.00108734,2_0_0:0.00399018):0.00159879,11_0_0:0.01977849):0.02613212,(13_0_0:0.01129259,(6_0_0:0.00188209,3_0_0:0.00014768):0.00251529):0.00114262):0.03780477):0.01566242);

dataset_008	T008	20	1	1	2.17658	1.26742	1.78483	(((9_0_0:0.08380488,(((1_0_0:0.00499471,((10_0_0:0.01414738,5_0_0:0.00862950):0.00048847,7_0_0:0.00195878):0.00028387):0.01164513,(4_0_0:0.07352036,12_0_0:0.05788054):0.00077452):0.00287317,8_0_0:0.01581405):0.09958023):1.02676611,((11_0_0:0.01641687,(2_0_0:0.00050401,14_0_0:0.00124559):0.00713251):0.02840869,((3_0_0:0.00050070,6_0_0:0.00929860):0.00387435,13_0_0:0.00601164):0.00774742):0.06592574):0.06390326,((20_0_0:0.00786357,16_0_0:0.01426756):0.06229635,((18_0_0:0.00104881,(17_0_0:0.00046906,19_0_0:0.01101670):0.00163473):0.00267311,15_0_0:0.00566455):0.01466897):0.44084908);

dataset_009	T009	20	1	1	5.78904	3.1342	4.66751	((((18_0_0:0.01078996,(19_0_0:0.04687954,17_0_0:0.00717744):0.00630979):0.00498630,15_0_0:0.02727364):0.14035797,(20_0_0:0.13395014,16_0_0:0.13436303):0.07688594):1.32206581,((9_0_0:0.07728664,(8_0_0:0.07118216,((1_0_0:0.01453269,((10_0_0:0.01117802,5_0_0:0.02391044):0.00159871,7_0_0:0.00511693):0.00108910):0.02932599,(12_0_0:0.21577348,4_0_0:0.10644023):0.00301746):0.03779687):0.20466009):2.52730316,(((3_0_0:0.00309694,6_0_0:0.01362113):0.02179899,13_0_0:0.02709758):0.03014722,((2_0_0:0.00493637,14_0_0:0.00377858):0.00670825,11_0_0:0.03876673):0.06801607):0.18417619):0.14564706);

dataset_010	T010	20	1	1	0.596269	0.266828	0.445147	((((8_0_0:0.00899181,((4_0_0:0.02578631,12_0_0:0.01822770):0.00055618,(1_0_0:0.00222576,((5_0_0:0.00319348,10_0_0:0.00117353):0.00013806,7_0_0:0.00063825):0.00012595):0.00551443):0.00452295):0.00828444,9_0_0:0.00587242):0.21435798,((11_0_0:0.00555220,(2_0_0:0.00076309,14_0_0:0.00030818):0.00111747):0.00500584,(13_0_0:0.00315911,(6_0_0:0.00129760,3_0_0:0.00025774):0.00216859):0.00297170):0.02992319):0.01332003,((((17_0_0:0.00054112,19_0_0:0.00618523):0.00109803,18_0_0:0.00103678):0.00059574,15_0_0:0.00451118):0.02207425,(16_0_0:0.01932442,20_0_0:0.01961524):0.00746682):0.14836572);

dataset_011	T011	20	1	1	0.920379	0.414762	0.656009	(((9_0_0:0.00952959,(8_0_0:0.02111915,((1_0_0:0.00277373,((5_0_0:0.00542653,10_0_0:0.00304140):0.00021456,7_0_0:0.00161391):0.00016565):0.01100877,(4_0_0:0.05459088,12_0_0:0.03004645):0.00100681):0.00863904):0.05086917):0.28710693,((13_0_0:0.00507058,(6_0_0:0.00482851,3_0_0:0.00042649):0.00857729):0.00948233,(11_0_0:0.00931126,(2_0_0:0.00181871,14_0_0:0.00155253):0.00168330):0.02829200):0.02801682):0.01254926,(((18_0_0:0.00204524,(17_0_0:0.00103058,19_0_0:0.01333098):0.00147681):0.00211119,15_0_0:0.00870022):0.04623473,(20_0_0:0.02727524,16_0_0:0.02649040):0.01482830):0.17809364);

