Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

dataset_001	T001	20	1	1	2.19679	0.849451	1.35838	(((16_0_0:0.00869024,17_0_0:0.01218424):0.05977161,(15_0_0:0.17798307,(((20_0_0:0.00364453,(19_0_0:0.00021286,12_0_0:0.00013965):0.00041880):0.02073973,13_0_0:0.13626078):0.04912362,(14_0_0:0.01882966,18_0_0:0.00494050):0.05433023):0.03665397):0.02233561):0.26455549,((((3_0_0:0.01619644,4_0_0:0.00581510):0.03446859,5_0_0:0.00368220):0.04132611,(((9_0_0:0.03624509,1_0_0:0.00378860):0.04299884,6_0_0:0.05573456):0.07619529,(8_0_0:0.00064492,2_0_0:0.00042278):0.57759125):0.02121967):0.00789284,((11_0_0:0.00637323,7_0_0:0.01046004):0.08896943,10_0_0:0.03261116):0.02124186):0.24210236);

dataset_002	T002	20	1	1	2.38706	0.769155	1.20399	((((5_0_0:0.04634178,(4_0_0:0.03131967,3_0_0:0.02689725):0.03373249):0.05465322,((2_0_0:0.00049197,8_0_0:0.00077226):0.19776555,((9_0_0:0.09678930,1_0_0:0.02419698):0.03797174,6_0_0:0.08702639):0.03746825):0.01937501):0.00790684,(10_0_0:0.06658787,(11_0_0:0.00603815,7_0_0:0.00436804):0.02883765):0.04253847):0.20901853,((16_0_0:0.01577909,17_0_0:0.03772059):0.14600556,(15_0_0:0.31954611,((((12_0_0:0.00167282,19_0_0:0.00048938):0.00194532,20_0_0:0.00442414):0.02839026,13_0_0:0.07290172):0.02622197,(18_0_0:0.00639412,14_0_0:0.01546454):0.11738229):0.08301190):0.01635859):0.43325074);

dataset_003	T003	20	1	1	2.09701	0.567584	0.978841	(((((14_0_0:0.00805528,18_0_0:0.00635914):0.06739665,(13_0_0:0.14411601,((12_0_0:0.00299941,19_0_0:0.00091048):0.00114548,20_0_0:0.00421392):0.03290571):0.02323245):0.05088818,15_0_0:0.25819978):0.02144049,(17_0_0:0.04208291,16_0_0:0.01734610):0.11411108):0.28794378,((((4_0_0:0.01559221,3_0_0:0.03296332):0.02214926,5_0_0:0.04290968):0.07592559,((2_0_0:0.00022484,8_0_0:0.00070249):0.12616863,((9_0_0:0.05389390,1_0_0:0.01782975):0.04202219,6_0_0:0.10349146):0.04169439):0.01621965):0.01041124,(10_0_0:0.06637120,(7_0_0:0.00406630,11_0_0:0.00633947):0.03603452):0.05921279):0.23944019);

dataset_004	T004	20	1	1	1.71507	0.648178	0.888417	((((((9_0_0:0.05548349,1_0_0:0.02135785):0.00774038,6_0_0:0.07290410):0.00324994,(8_0_0:0.00069668,2_0_0:0.00048563):0.12894535):0.01567945,((4_0_0:0.01522837,3_0_0:0.01874537):0.07529415,5_0_0:0.05010509):0.07464267):0.00844016,((11_0_0:0.00477343,7_0_0:0.00213865):0.02151349,10_0_0:0.05670364):0.03071788):0.06311587,((17_0_0:0.00364839,16_0_0:0.02605092):0.14892561,(15_0_0:0.38695025,((13_0_0:0.02116592,((12_0_0:0.00127812,19_0_0:0.00068036):0.00049915,20_0_0:0.00182596):0.02898031):0.01891214,(18_0_0:0.00203983,14_0_0:0.00539603):0.06596150):0.01356803):0.01679314):0.24443509);

dataset_005	T005	20	1	1	2.33595	0.540946	1.03771	(((10_0_0:0.03696375,(11_0_0:0.00295513,7_0_0:0.00173756):0.09748848):0.11282934,(((2_0_0:0.00015934,8_0_0:0.00045174):0.18872994,((1_0_0:0.04068653,9_0_0:0.12342392):0.00171771,6_0_0:0.15162573):0.11041608):0.03631547,((3_0_0:0.00869463,4_0_0:0.03840201):0.02664805,5_0_0:0.04686533):0.13005728):0.00777398):0.19063233,((15_0_0:0.21598019,((18_0_0:0.02241048,14_0_0:0.01420729):0.04465382,(13_0_0:0.02903126,((12_0_0:0.00351327,19_0_0:0.00031783):0.00259077,20_0_0:0.01052264):0.19096391):0.02111018):0.04761928):0.03072181,(16_0_0:0.01113846,17_0_0:0.00900430):0.08757798):0.24000827);

