Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

dataset_001	T001	10	1	1	0.361768	0.117571	0.193867	((100_5_0:0.02986309,(100_1_0:0.00895625,100_6_0:0.00813567):0.01493135):0.04643346,(96_2_0:0.06453131,((98_0_0:0.01505339,(99_0_0:0.00154071,(94_0_0:0.00167646,94_7_0:0.00203335):0.00045841):0.01429672):0.03537858,(100_0_0:0.02083021,100_3_0:0.02768488):0.01157778):0.00534664):0.05303955);

dataset_002	T002	94	1	1	3.3901	0.26552	0.499066	((((((((90_15_0:0.01243088,((11_15_0:0.01259912,(37_15_0:0.00580837,(91_15_0:0.00338403,24_15_0:0.00176083):0.00263480):0.00046373):0.01263005,(48_21_0:0.01953475,48_15_0:0.02480217):0.00410690):0.00002655):0.00248349,(2_15_0:0.02777250,51_15_0:0.00860678):0.00549277):0.11014204,((21_15_0:0.07170494,(58_15_0:0.01037445,66_15_0:0.03073274):0.02746604):0.00298192,((59_15_0:0.01832567,(72_15_0:0.00765743,(26_15_0:0.00181058,67_15_0:0.00431807):0.01813497):0.00144520):0.00952063,((74_15_0:0.00660175,74_20_0:0.00847810):0.00363731,74_19_0:0.00772655):0.00458731):0.00156808):0.05279473):0.00342335,(29_15_0:0.00590525,(77_15_0:0.00185320,6_15_0:0.00056603):0.00496534):0.04138600):0.02969698,((59_0_0:0.01788887,((67_0_0:0.00302192,26_0_0:0.00151294):0.00897714,72_0_0:0.00807347):0.00101496):0.00753939,(((66_0_0:0.02681550,66_16_0:0.00569902):0.00274512,58_0_0:0.01272831):0.02628957,(21_0_0:0.03127909,21_18_0:0.05285827):0.00232469):0.00467511):0.08286078):0.00000083,80_0_0:0.05726174):0.08055514,((47_0_0:0.04788256,47_13_0:0.07069972):0.00504053,53_0_0:0.02173089):0.10293194):0.00843656,((((((33_1_0:0.00552757,93_1_0:0.00684895):0.04609907,55_1_0:0.05890854):0.00619228,(36_1_0:0.03061862,(30_1_0:0.00112529,3_1_0:0.00114523):0.05924458):0.00068039):0.11895315,(88_1_0:0.06593436,(((82_1_0:0.01299027,82_8_0:0.02762124):0.00026632,32_1_0:0.03490451):0.00102512,(34_1_0:0.01968316,(50_1_0:0.01845074,(49_1_0:0.00138025,7_1_0:0.00449950):0.00421476):0.00056120):0.03930462):0.03394748):0.02512976):0.02188081,((((((63_0_0:0.03986698,35_0_0:0.00999652):0.00331082,12_0_0:0.01564629):0.00592422,(78_0_0:0.01624379,((71_0_0:0.02616061,(83_0_0:0.00155152,(22_0_0:0.00289197,43_0_0:0.00179824):0.00038481):0.01685504):0.00310488,(62_0_0:0.00293268,62_9_0:0.00270089):0.02254246):0.00108855):0.00368129):0.04178438,((88_0_0:0.06888395,(((((50_4_0:0.00982963,92_4_0:0.02285703):0.00719208,(7_4_0:0.00325564,49_4_0:0.00215230):0.01007812):0.00031385,34_4_0:0.04059947):0.01891566,((50_0_0:0.01040201,((92_6_0:0.00174353,92_7_0:0.00055712):0.01100641,50_6_0:0.00827785):0.00558387):0.00156303,(7_0_0:0.00446255,49_0_0:0.00181040):0.01091389):0.01222206):0.00262093,(32_0_0:0.01647342,82_0_0:0.03357238):0.00367002):0.03450408):0.00353614,(((89_3_0:0.01387942,46_3_0:0.00433279):0.01041372,88_3_0:0.03313611):0.02780305,(((92_3_0:0.02077928,50_3_0:0.01477875):0.00607571,(49_3_0:0.00154101,7_3_0:0.00277024):0.00697704):0.00033769,34_3_0:0.02557986):0.04412744):0.00535122):0.00061677):0.00479359,(75_0_0:0.00005543,8_0_0:0.00001973):0.09044564):0.03018601,((((63_2_0:0.01361504,35_2_0:0.01421781):0.00595224,12_2_0:0.01165841):0.01084340,(78_2_0:0.00947678,(((22_2_0:0.00378034,43_2_0:0.00213788):0.02489982,71_2_0:0.01732957):0.00242119,62_2_0:0.01974289):0.00081696):0.00223610):0.08545429,(8_2_0:0.00002803,75_2_0:0.00005512):0.09983005):0.01170169):0.01724576):0.01824957,56_0_0:0.12926112):0.00936142);

dataset_003	T003	33	1	1	3.61078	1.9709	2.03881	((100_0_0:0.00081029,(95_0_0:0.06766319,((99_0_0:0.00000000,94_0_0:0.00438844):0.00068580,98_0_0:0.02210743):0.01380536):0.00000320):0.00024054,((((((25_2_0:0.00000079,42_2_0:0.00000000):0.02628914,39_2_0:0.00000364):0.06029780,((42_1_0:0.00021861,25_1_0:0.00000404):0.03295562,39_1_0:0.24719896):0.00002241):0.00007681,(39_0_0:0.03734915,(42_0_0:0.00014374,25_0_0:0.00018973):0.00083959):0.00025820):0.00039457,(44_0_0:0.04698995,(79_0_0:0.10686422,(38_0_0:0.02439078,(60_0_0:0.00385713,((64_0_0:0.00452576,23_0_0:0.00904414):0.00002622,13_0_0:0.00128312):0.00000000):0.00002721):0.00487259):0.13232257):0.07997157):0.00770944,((4_0_0:0.01664323,45_0_0:0.13870575):0.00453755,((53_0_0:0.01924842,47_0_0:0.03127623):0.63415949,(((86_0_0:0.00690631,(1_0_0:0.18507708,27_0_0:0.00005773):0.00014947):0.12182134,(14_0_0:0.02355010,(5_0_0:0.00058501,61_0_0:0.00814641):0.00002626):0.04398284):0.09523573,(70_0_0:0.00188071,40_0_0:0.00330796):0.00097131):0.03121122):0.04351642):0.00043437):1.26151363);

dataset_004	T004	172	1	1	4.79667	0.309094	0.607518	((((80_0_0:0.03118068,9_0_0:0.01828274):0.00005880,(9_83_0:0.04856753,80_83_0:0.04759368):0.00003711):0.11285470,(((((((31_99_0:0.00545149,(85_99_0:0.00033488,84_99_0:0.00200087):0.00370264):0.00271718,(68_99_0:0.01496166,(73_99_0:0.00220237,16_99_0:0.00351705):0.00251846):0.00039484):0.01932942,65_98_0:0.04449653):0.01320019,(65_97_0:0.01449364,28_97_0:0.03088303):0.03215491):0.07799856,(((41_86_0:0.00280991,41_91_0:0.00062933):0.01592392,20_86_0:0.02512611):0.02668764,(((41_90_0:0.00028180,41_81_0:0.00039474):0.07128907,((41_92_0:0.00005577,41_88_0:0.00007656):0.00606598,20_88_0:0.03996408):0.02158378):0.03357034,(20_89_0:0.01319666,41_89_0:0.00627520):0.01818064):0.00838838):0.02870795):0.00450055,((68_96_0:0.00810013,(65_95_0:0.01990069,((28_100_0:0.02734290,28_95_0:0.08397619):0.00004671,(((31_103_0:0.00522141,(68_103_0:0.01615887,((73_105_0:0.00060091,73_103_0:0.00066315):0.00188854,16_103_0:0.00462974):0.00307817):0.00137381):0.00084956,(((85_95_0:0.00063969,84_95_0:0.00234753):0.00166337,31_95_0:0.00560524):0.00127132,(68_106_0:0.00961385,(16_95_0:0.00336713,73_95_0:0.00360730):0.00227925):0.00133814):0.00067268):0.00412288,(((16_102_0:0.00371278,73_102_0:0.00444376):0.00090573,68_102_0:0.01364309):0.00077030,(31_104_0:0.00603567,(31_102_0:0.00463137,(85_102_0:0.00050441,84_102_0:0.00177308):0.00269081):0.00143627):0.00048482):0.00342809):0.00269034):0.00103356):0.00032233):0.12435145,((80_55_0:0.02401580,9_55_0:0.09840536):0.04566281,((20_55_0:0.02560690,41_55_0:0.00709276):0.00712853,(41_85_0:0.00984128,(20_85_0:0.04839069,20_93_0:0.02961035):0.00139591):0.01127196):0.03774047):0.01861952):0.00754036):0.00008192,((29_55_0:0.00445143,(((77_55_0:0.00172910,6_55_0:0.00048513):0.00072244,(6_80_0:0.00048727,77_80_0:0.00181145):0.00123472):0.00066365,(77_79_0:0.00224727,6_79_0:0.00053527):0.00210525):0.00335615):0.05960038,(((74_55_0:0.01685609,((((((72_68_0:0.00242286,72_70_0:0.00271613):0.00059377,72_69_0:0.00151109):0.00187943,((26_72_0:0.00061999,26_68_0:0.00056457):0.00137173,(67_68_0:0.00270553,67_71_0:0.00247599):0.00015699):0.02126646):0.00289937,59_68_0:0.03075814):0.01206565,(72_67_0:0.00762832,(26_67_0:0.00237530,67_67_0:0.00320507):0.01186906):0.01306506):0.00493014,(59_55_0:0.01441720,(72_55_0:0.00487169,(67_55_0:0.00156987,26_55_0:0.00166653):0.00726399):0.00287525):0.02105250):0.00180612):0.00263702,((21_59_0:0.03267907,21_58_0:0.02773931):0.01434820,66_55_0:0.06518866):0.00383112):0.01351840,((58_56_0:0.01361055,66_56_0:0.02138864):0.01778852,(((72_56_0:0.00908490,(67_56_0:0.00325871,26_56_0:0.00223586):0.01031143):0.00200809,(59_74_0:0.00444183,59_73_0:0.01900599):0.00959093):0.01287813,74_65_0:0.01137432):0.00059177):0.01245725):0.02006127):0.02883294):0.01487979):0.07686189,(((((((82_4_0:0.01977452,(32_20_0:0.01677933,32_4_0:0.02652093):0.00120494):0.00230822,(92_16_0:0.01109145,50_4_0:0.00555291):0.01461667):0.03506612,((((32_17_0:0.00195598,32_19_0:0.00282278):0.02370178,(32_3_0:0.00980797,32_18_0:0.01108882):0.00448150):0.00487868,82_3_0:0.03803563):0.00275966,((((50_3_0:0.00918466,92_3_0:0.01576668):0.01017058,((49_3_0:0.00089078,7_3_0:0.00337652):0.00439500,(7_12_0:0.00187600,49_12_0:0.00128021):0.00407408):0.00365371):0.00026846,(34_10_0:0.00154880,34_3_0:0.00154240):0.02706206):0.00795040,((34_11_0:0.00850174,34_6_0:0.00771622):0.00555429,((7_6_0:0.00377977,49_6_0:0.00201897):0.00307315,((7_13_0:0.00226847,49_13_0:0.00053930):0.00236329,(7_14_0:0.00243797,49_14_0:0.00104463):0.00432381):0.00246131):0.00505717):0.01267693):0.00676392):0.00477497):0.00259298,((89_3_0:0.00965630,46_3_0:0.00229643):0.02737785,88_3_0:0.02376894):0.03266695):0.00355077,((34_5_0:0.01297746,(34_9_0:0.00332529,34_8_0:0.00431953):0.00279982):0.01126125,(50_5_0:0.02309185,(49_5_0:0.00122513,7_5_0:0.00481537):0.00599295):0.00034677):0.06257594):0.02256313,(((((((3_26_0:0.00124119,30_26_0:0.00183552):0.09984789,36_45_0:0.03341312):0.00034458,((33_26_0:0.00562860,(33_31_0:0.00317734,93_31_0:0.01555135):0.00020462):0.04852209,55_26_0:0.09084985):0.02410843):0.00133171,((33_28_0:0.01356979,(33_29_0:0.00568954,(93_32_0:0.00550124,93_29_0:0.00727935):0.00736999):0.03749121):0.03481417,((36_41_0:0.00002043,36_25_0:0.00002688):0.03114813,((((30_50_0:0.00083275,3_50_0:0.00069661):0.00343690,(3_51_0:0.00123197,30_51_0:0.00225794):0.00395726):0.05814003,((3_52_0:0.00041875,30_52_0:0.00199668):0.00231644,3_25_0:0.00264502):0.03740264):0.00301371,54_25_0:0.04189970):0.05227488):0.00040324):0.00247913):0.01399262,(54_47_0:0.10568365,(36_40_0:0.01963746,36_22_0:0.00576829):0.02129693):0.00727455):0.00453734,(((((19_24_0:0.00123693,52_24_0:0.00128025):0.01484334,18_24_0:0.01110350):0.00098821,55_24_0:0.01559245):0.01863706,((33_30_0:0.00155781,33_34_0:0.00318800):0.00229861,(93_33_0:0.00319746,93_30_0:0.00272849):0.00910992):0.03161721):0.01006905,(36_42_0:0.02536704,((36_24_0:0.00069047,36_44_0:0.00163776):0.00588526,36_43_0:0.01447342):0.00356220):0.00587877):0.04644881):0.03143351,(54_2_0:0.04793616,(93_2_0:0.01700139,33_2_0:0.00362330):0.07031611):0.09267943):0.06723149):0.00491651,(((19_36_0:0.00064546,52_36_0:0.00174397):0.01495749,((19_37_0:0.00052887,52_37_0:0.00128888):0.00245298,(52_38_0:0.00176484,19_38_0:0.00129318):0.00395998):0.01957644):0.13208324,((30_0_0:0.00083950,3_0_0:0.00276223):0.02033575,((3_49_0:0.00196717,30_49_0:0.00146829):0.02688218,(3_48_0:0.00102171,30_48_0:0.00134317):0.00923641):0.01673173):0.01751777):0.04509666):0.04627888);

dataset_005	T005	84	1	1	2.81243	0.267352	0.442768	(((81_26_0:0.14645404,(((81_8_0:0.01467679,81_41_0:0.01810137):0.08256728,(53_19_0:0.01447811,(53_20_0:0.00713619,(53_21_0:0.01101245,53_8_0:0.00907139):0.00138214):0.00564422):0.02051308):0.02461195,((((47_13_0:0.04643189,53_24_0:0.02361042):0.00622393,((81_54_0:0.01079901,81_51_0:0.00867296):0.04048798,((81_53_0:0.00969317,81_52_0:0.00962312):0.02251645,81_49_0:0.02900089):0.01270617):0.02949511):0.00313435,((81_45_0:0.04381014,81_44_0:0.05247895):0.00351401,(81_47_0:0.00200685,81_48_0:0.00188536):0.06215366):0.03724173):0.01314561,(81_12_0:0.08486024,(((81_31_0:0.06634609,(((81_39_0:0.00861669,(81_30_0:0.00752606,81_40_0:0.00877490):0.00113523):0.00366061,81_38_0:0.01112240):0.01912306,81_35_0:0.03025876):0.02923984):0.02203233,((81_32_0:0.02689958,81_36_0:0.03165696):0.01552741,81_27_0:0.04966550):0.03614155):0.00200508,((53_16_0:0.00663902,53_14_0:0.00513789):0.01290715,((53_18_0:0.00037170,53_15_0:0.00056955):0.00418805,53_17_0:0.00433292):0.01197813):0.00825466):0.00124064):0.01451004):0.01452314):0.01072506):0.00409357,((70_0_0:0.00918026,40_0_0:0.01115730):0.01572017,((70_57_0:0.00403458,70_58_0:0.00523366):0.00280533,40_57_0:0.01819506):0.01854659):0.08923872):0.02486798,((((((80_61_0:0.01744081,80_77_0:0.01601087):0.01388864,(9_75_0:0.00665742,(9_61_0:0.00216155,9_76_0:0.00215377):0.00493060):0.02031176):0.00999169,(80_78_0:0.03979311,9_74_0:0.02851588):0.00987402):0.02395928,20_79_0:0.07897025):0.02467419,((6_61_0:0.00032132,77_61_0:0.00204349):0.00430763,29_61_0:0.00369988):0.05900656):0.00585471,(((59_0_0:0.01672545,(72_0_0:0.00665813,(26_0_0:0.00186095,67_0_0:0.00354988):0.00962951):0.00175251):0.01330367,(74_62_0:0.00879716,74_0_0:0.01005626):0.00231930):0.05303442,((((48_63_0:0.01833221,(11_63_0:0.01151417,(37_63_0:0.00535665,(24_63_0:0.00224404,91_63_0:0.00211496):0.00274534):0.00044157):0.00933799):0.00003370,90_63_0:0.00993532):0.00276088,(2_63_0:0.01051018,51_63_0:0.00776210):0.00648650):0.11749712,(((((2_68_0:0.00366399,2_66_0:0.00194238):0.00142729,2_67_0:0.00491080):0.00320048,2_0_0:0.00823526):0.00763649,(90_0_0:0.01252590,(48_0_0:0.02703117,(((((24_70_0:0.00168637,91_70_0:0.00172604):0.00126246,(24_0_0:0.00244301,91_0_0:0.00179932):0.00146933):0.00069105,37_0_0:0.00792666):0.00041486,11_0_0:0.00820121):0.00251776,((37_69_0:0.00690553,(91_69_0:0.00171938,24_69_0:0.00267704):0.00190364):0.00070995,11_69_0:0.01157119):0.00222162):0.00516902):0.00002551):0.00171276):0.10372411,(48_64_0:0.02210850,((37_64_0:0.00547824,(24_64_0:0.00204642,91_64_0:0.00127822):0.00224984):0.00045638,11_64_0:0.00965245):0.00668994):0.10190615):0.03838267):0.00653378):0.03502576):0.05491640);
