Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

dataset_001	T001	20	1	1	1.92643	0.446536	0.881031	(((16_0_0:0.05020099,(20_0_0:0.08809248,(13_0_0:0.00142491,19_0_0:0.00172652):0.02116184):0.01631441):0.01385137,((15_0_0:0.00507067,17_0_0:0.00218727):0.02351614,(18_0_0:0.03745389,14_0_0:0.02308985):0.00724770):0.06719798):0.32827806,(7_0_0:0.26784475,((((((11_0_0:0.00369958,4_0_0:0.00344422):0.03507112,(12_0_0:0.00397641,2_0_0:0.00235313):0.03985954):0.04390118,5_0_0:0.07844569):0.02603335,(8_0_0:0.03312499,1_0_0:0.02618197):0.02690394):0.07157487,10_0_0:0.06588330):0.01957693,((3_0_0:0.03245634,6_0_0:0.01761668):0.02773366,9_0_0:0.03962604):0.21180451):0.03069963):0.13180086);

dataset_002	T002	20	1	1	2.32426	0.5663	0.980284	((7_0_0:0.18673624,((((5_0_0:0.02351248,((2_0_0:0.00054871,12_0_0:0.00338556):0.09192597,(11_0_0:0.01025750,4_0_0:0.00535814):0.04371019):0.05276876):0.02423052,(1_0_0:0.00468726,8_0_0:0.05228414):0.06804662):0.23341890,10_0_0:0.23279495):0.03650277,((3_0_0:0.01050383,6_0_0:0.04174262):0.02364151,9_0_0:0.09297441):0.20129785):0.01883406):0.10523363,(((20_0_0:0.05201512,(19_0_0:0.00232531,13_0_0:0.00258717):0.06635551):0.01014722,16_0_0:0.11715379):0.08940023,((15_0_0:0.00369430,17_0_0:0.00217631):0.08921553,(18_0_0:0.02404967,14_0_0:0.01110123):0.00444637):0.07776276):0.20742977);

dataset_003	T003	20	1	1	1.43412	0.341696	0.618828	((((10_0_0:0.05486638,((((2_0_0:0.00160428,12_0_0:0.00347467):0.02080352,(4_0_0:0.00238657,11_0_0:0.00916363):0.03026780):0.02166317,5_0_0:0.03934013):0.01441225,(1_0_0:0.01680690,8_0_0:0.02573455):0.03919922):0.06063369):0.01698559,((3_0_0:0.02199868,6_0_0:0.01500331):0.02004604,9_0_0:0.02395150):0.13381210):0.02557722,7_0_0:0.21360860):0.06352317,(((20_0_0:0.05418668,(13_0_0:0.00393059,19_0_0:0.00145854):0.03050842):0.01643302,16_0_0:0.05579238):0.04605008,((18_0_0:0.01834722,14_0_0:0.02073339):0.00501163,(15_0_0:0.00152149,17_0_0:0.00170137):0.01820223):0.06035012):0.22502641);

dataset_004	T004	20	1	1	2.80485	0.740417	1.16839	((((15_0_0:0.00146979,17_0_0:0.00776744):0.01100360,(14_0_0:0.00492528,18_0_0:0.03608221):0.00662022):0.08613852,(16_0_0:0.03157274,((19_0_0:0.00100841,13_0_0:0.00913498):0.02937943,20_0_0:0.02964801):0.02042837):0.08155496):0.28747923,((((6_0_0:0.02652970,3_0_0:0.02996137):0.05006476,9_0_0:0.06144592):0.30696985,(((1_0_0:0.03550148,8_0_0:0.04981561):0.01817763,(((12_0_0:0.01043950,2_0_0:0.00127277):0.04148742,(11_0_0:0.01099320,4_0_0:0.00798641):0.03713260):0.01892705,5_0_0:0.19739803):0.01721768):0.10973696,10_0_0:0.34251852):0.03439344):0.01224976,7_0_0:0.51172724):0.22869019);

dataset_005	T005	20	1	1	2.84551	1.15289	1.67206	(((((13_0_0:0.00103626,19_0_0:0.00284315):0.03648432,20_0_0:0.03207841):0.03175279,16_0_0:0.11598621):0.19100360,((14_0_0:0.03513610,18_0_0:0.02012325):0.02203433,(17_0_0:0.00077397,15_0_0:0.00117111):0.00873442):0.01819851):0.84590236,(7_0_0:0.38208198,((((((2_0_0:0.00321512,12_0_0:0.00476099):0.02808152,(4_0_0:0.01187939,11_0_0:0.01713329):0.04346132):0.06819089,5_0_0:0.08816643):0.01449455,(8_0_0:0.03342803,1_0_0:0.02970031):0.05257548):0.03038873,10_0_0:0.12635223):0.02154263,(9_0_0:0.02541180,(6_0_0:0.01608482,3_0_0:0.00885806):0.07347508):0.20035456):0.06552572):0.13708407);
