Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

dataset_001	T001	111	1	1	22.7881	4.25431	6.41493	((((50_0_0:0.00964959,(99_0_0:0.05893057,87_0_0:0.03710411):0.06202267):0.21914970,((((69_0_0:0.03604719,(88_0_0:0.01087105,66_0_0:0.03145312):0.01868720):0.05572640,(92_7_0:0.06489569,92_0_0:0.00694358):0.00126898):0.21231518,(92_6_0:0.10440714,(((66_6_0:0.02290828,88_6_0:0.00764308):0.10630545,69_6_0:0.00347379):0.11362991,(69_8_0:0.06511968,(66_8_0:0.05665503,88_8_0:0.05579254):0.00447108):0.01340968):0.03502645):0.05307231):0.00277307,(95_0_0:0.01952231,(85_0_0:0.25546540,90_0_0:0.12378120):0.12449999):0.01375182):0.05531585):0.01241923,(((((91_11_0:0.12308512,62_11_0:0.04465110):0.02117352,(((57_11_0:0.02940938,((83_11_0:0.06759126,((96_11_0:0.01505473,82_11_0:0.00391470):0.01418647,63_11_0:0.02173016):0.18748500):0.01242367,(74_11_0:0.27766982,(72_11_0:0.07359177,56_11_0:0.13486408):0.00697856):0.11130282):0.00733833):0.00384310,(68_11_0:0.00084401,(53_11_0:0.19035413,(93_11_0:0.06719704,60_11_0:0.08380214):0.00311778):0.00108028):0.02921011):0.10144843,((76_11_0:0.12458633,70_11_0:0.03694102):0.00133046,(59_11_0:0.03446730,77_11_0:0.08727969):0.07693603):0.16189582):0.07596106):0.06099040,(((((58_0_0:0.03572819,70_0_0:0.00631665):0.03852738,76_0_0:0.09265776):0.00049370,(59_0_0:0.02200181,77_0_0:0.17234613):0.08200329):0.45319750,((((53_0_0:0.07700872,(60_0_0:0.07267922,93_0_0:0.03006238):0.02834504):0.00068797,68_0_0:0.03820751):0.04720660,((93_14_0:0.11942681,60_14_0:0.03312487):0.01551474,53_14_0:0.17047341):0.02601127):0.00013725,(((72_0_0:0.01123665,56_0_0:0.00759695):0.00174823,74_0_0:0.12067509):0.08554395,(83_0_0:0.13016605,((96_0_0:0.00447683,82_0_0:0.02456997):0.00210873,63_0_0:0.02294632):0.05987949):0.00872994):0.00763157):0.18695381):0.03285140,(((62_13_0:0.13141531,91_13_0:0.11038251):0.04146162,(91_0_0:0.04772484,62_0_0:0.05878780):0.00512196):0.01157072,(91_12_0:0.00612245,62_12_0:0.04909644):0.04101206):0.00075086):0.07641963):0.33129315,((((77_9_0:0.34762319,59_9_0:0.02791109):0.08576986,(76_9_0:0.01122653,(58_9_0:0.03619456,70_9_0:0.03310084):0.00985242):0.00135172):0.54394351,(91_9_0:0.04899263,62_9_0:0.04208517):0.02645477):0.27175377,(((((70_10_0:0.16312015,58_10_0:0.03570972):0.49424225,76_10_0:0.09229376):0.00038524,(59_10_0:0.02246459,77_10_0:0.40317088):0.11865320):0.16156813,((((72_10_0:0.00324671,56_10_0:0.03466621):0.00284301,74_10_0:0.16634231):0.04202046,(83_10_0:0.16249430,(63_10_0:0.00578262,(82_10_0:0.01250933,96_10_0:0.05548187):0.01879774):0.04446692):0.04225205):0.02181140,(53_10_0:0.04389345,(93_10_0:0.06958858,60_10_0:0.00352572):0.00030216):0.02273699):0.06264834):0.03371652,(62_10_0:0.07153400,91_10_0:0.13000000):0.00849155):0.18525768):0.16179367):0.10617979,(((65_0_0:0.06213000,61_0_0:0.03920427):0.02107329,75_0_0:0.03107615):0.77446219,94_0_0:0.21020606):0.14514074):0.36063721):0.28291291,(((((19_0_0:0.03849677,(20_0_0:0.00240398,1_0_0:0.00508756):0.11120534):0.09726380,(12_0_0:0.00617959,(47_4_0:0.00168701,47_0_0:0.01719455):0.00861291):0.01999338):0.10549401,(((((22_3_0:0.00554740,22_0_0:0.00440519):0.01638187,(17_0_0:0.06592274,36_0_0:0.05370739):0.33855243):0.07466139,5_0_0:0.22935881):0.04945429,(6_0_0:1.06885620,(3_0_0:0.00114886,(31_0_0:0.03235680,33_0_0:0.02114887):0.00364577):0.00439015):0.03730534):0.07712092,((30_0_0:0.02756746,(34_1_0:0.00905319,34_0_0:0.00391479):0.00375247):0.05081934,(15_0_0:0.26373647,15_2_0:0.01374284):0.04862151):0.03788560):0.00525611):0.98115712,21_0_0:4.08296969):0.00166907,42_0_0:0.62494143):0.16967335);

dataset_002	T002	76	1	1	3.38271	0.56004	0.903452	(((((90_0_0:0.01722216,85_0_0:0.03821011):0.05992187,95_0_0:0.02019535):0.01652057,(92_0_0:0.03962989,(69_0_0:0.01789849,(88_0_0:0.01099116,66_0_0:0.01489688):0.00540839):0.01951159):0.02242002):0.15072067,((((65_0_0:0.00194043,61_0_0:0.01263103):0.00491916,75_0_0:0.00483897):0.04319853,(75_7_0:0.00622030,(61_7_0:0.00399476,65_7_0:0.00128968):0.00147903):0.05412116):0.01237140,94_0_0:0.13877180):0.10063571):0.07803851,((21_0_0:0.35671883,((((((22_0_0:0.00868511,(36_0_0:0.00974806,17_0_0:0.01638863):0.02264400):0.01038578,(5_0_0:0.01279148,40_0_0:0.01334461):0.00050159):0.00535875,(6_0_0:0.17825796,(((33_0_0:0.00272149,31_0_0:0.00129516):0.00081385,3_0_0:0.00715938):0.00261221,((31_6_0:0.00188032,33_6_0:0.00246004):0.00279557,3_6_0:0.00223741):0.00341466):0.01471412):0.00646721):0.00263845,(((((40_5_0:0.00169459,40_4_0:0.00324614):0.01435795,40_3_0:0.00863353):0.01768497,5_3_0:0.00298347):0.00087721,(22_3_0:0.00421758,(36_3_0:0.01299798,17_3_0:0.01329772):0.17002062):0.00327431):0.01613900,(6_3_0:0.11914228,((31_3_0:0.00054636,33_3_0:0.00067168):0.00287496,3_3_0:0.00304863):0.00904933):0.00166120):0.00129463):0.00046168,(15_0_0:0.01635284,((30_2_0:0.01107055,34_2_0:0.00218779):0.03748016,(30_0_0:0.00117441,34_0_0:0.00185807):0.11610453):0.01724446):0.00145547):0.01589524,((47_0_0:0.01503494,12_0_0:0.00049804):0.00224698,((1_0_0:0.00144516,20_0_0:0.00042389):0.00733021,19_0_0:0.01736304):0.00837980):0.01869776):0.30113530):0.01624261,(((((43_1_0:0.00187236,43_0_0:0.03056956):0.00244600,(25_0_0:0.01691436,((10_0_0:0.00770747,14_0_0:0.00339613):0.00109069,13_0_0:0.00342154):0.00612793):0.00147627):0.00173076,((39_0_0:0.00034440,7_0_0:0.00010736):0.00801136,8_0_0:0.01311051):0.01437130):0.06520561,(41_0_0:0.04542657,(((37_0_0:0.00918751,(4_0_0:0.00362215,45_0_0:0.00561376):0.00391539):0.01542817,9_0_0:0.05665992):0.00082051,(23_0_0:0.00327164,(29_0_0:0.00369085,11_0_0:0.00552593):0.00032431):0.00524088):0.00552438):0.00995997):0.01392346,((32_0_0:0.00156242,16_0_0:0.00125499):0.05369637,(27_0_0:0.12432158,(((46_0_0:0.00125315,26_0_0:0.00741250):0.00308033,(35_0_0:0.00176915,24_0_0:0.00218982):0.00173552):0.01099947,((44_0_0:0.04682690,(38_0_0:0.00313070,18_0_0:0.01097919):0.03472109):0.00128055,2_0_0:0.02736089):0.00465321):0.00490168):0.01153338):0.00087980):0.03702478):0.02227893);

dataset_003	T003	68	1	1	17.2165	2.78815	4.78959	((((21_37_0:1.14616266,(21_39_0:0.21280064,((21_40_0:0.26259097,21_41_0:0.24345293):0.05824113,21_35_0:0.09031915):0.08992898):0.99382129):1.10740442,((12_32_0:0.01690372,47_32_0:0.02741729):0.32643686,((15_1_0:0.31928393,((((17_12_0:0.02023332,36_12_0:0.05631192):0.12836298,(5_12_0:0.15713792,40_12_0:0.07847351):0.01668938):0.03440641,(36_1_0:0.03648239,17_1_0:0.08322926):0.21211268):0.03933816,((6_24_0:0.76394947,(((31_27_0:0.01044388,33_27_0:0.01793154):0.01951207,3_27_0:0.03695255):0.02492925,(((31_24_0:0.00713365,33_24_0:0.00688367):0.00381298,3_24_0:0.00669390):0.01027494,(3_28_0:0.04653448,(33_28_0:0.01426616,31_28_0:0.01814929):0.00708555):0.00352095):0.00553263):0.08007895):0.00022557,(((31_25_0:0.00661240,33_25_0:0.02260573):0.00992262,3_25_0:0.02691316):0.04988060,(3_1_0:0.01926442,(33_1_0:0.01052901,31_1_0:0.00391786):0.01177567):0.03758913):0.11940095):0.04296736):0.03357254):0.02870058,((((((((36_17_0:0.08765252,17_17_0:0.08245715):0.08689036,(17_18_0:0.02876526,36_18_0:0.05354667):0.07717750):0.01933936,(36_8_0:0.12672172,(36_20_0:0.09784014,36_19_0:0.04506117):0.00772728):0.19967782):0.19593905,22_8_0:0.05986941):0.00227947,(36_13_0:0.03696776,17_13_0:0.05889537):0.44541434):0.07373428,(40_8_0:0.07102666,(5_22_0:0.06106674,(5_8_0:0.00908173,5_23_0:0.01374987):0.16769474):0.01122688):0.00972255):0.04733731,(6_8_0:0.65829498,(3_8_0:0.02964018,33_8_0:0.05362638):0.10165492):0.04947678):0.08959657,(((15_8_0:0.03015733,15_11_0:0.01944373):0.00170172,15_10_0:0.00687001):0.29046546,((30_9_0:0.04300298,34_9_0:0.00824776):0.39017018,(30_8_0:0.04311397,34_8_0:0.00554576):0.34885875):0.00735746):0.01639215):0.03629938):0.58895663):0.25781027):0.11410237,(((6_29_0:0.07128112,6_30_0:0.02478700):0.16364591,(3_6_0:0.02049041,(33_6_0:0.01521841,31_6_0:0.01330538):0.01244583):0.04599893):0.01378655,(40_6_0:0.29608795,(((22_14_0:0.02346206,22_15_0:0.06573604):0.01227865,22_6_0:0.05217694):0.00713423,(17_6_0:0.04166373,(36_21_0:0.03799341,36_6_0:0.04406432):0.03557288):0.33641268):0.08129373):0.04749163):0.69799282):0.16205938,(64_42_0:0.66506649,97_42_0:0.25996315):1.33637169);

dataset_004	T004	243	1	1	46.1715	2.17252	4.09341	((((52_4_0:0.06985740,52_5_0:0.06547534):0.04728762,48_4_0:0.03277201):1.64915312,(((97_0_0:0.01739920,84_0_0:0.00813962):0.29552158,(64_12_0:0.41121406,64_0_0:0.48188347):0.04321123):0.71823885,((((99_16_0:0.03156432,87_16_0:0.00904957):0.04802510,50_16_0:0.11145558):1.19417478,(((69_16_0:0.08423751,(66_16_0:0.03745702,88_16_0:0.02245229):0.04105786):0.14353965,92_16_0:0.09947402):0.07455329,((90_63_0:0.05471459,(85_63_0:0.10558720,(85_64_0:0.06508519,85_65_0:0.08065981):0.00152449):0.07180990):0.04106843,(90_16_0:0.06103442,85_16_0:0.06158174):0.06314667):0.13645626):0.15175765):0.37520951,((((92_39_0:0.06243893,(((66_55_0:0.03308558,88_55_0:0.03481355):0.04585652,(69_58_0:0.05572393,(66_58_0:0.06187891,88_58_0:0.06458261):0.04164291):0.01524069):0.10093728,((69_56_0:0.04035814,(66_56_0:0.08087529,88_56_0:0.06000043):0.02165307):0.06831292,(69_57_0:0.04740681,(88_57_0:0.04071444,66_57_0:0.06985983):0.07653721):0.03263973):0.03734039):0.20941820):0.10343029,(((85_62_0:0.20298065,90_62_0:0.08773989):0.14512979,(90_61_0:0.05729237,85_61_0:0.13802002):0.19688124):0.02858366,(95_39_0:0.01017876,49_39_0:0.05286698):0.07775977):0.02669485):0.49154999,((((50_0_0:0.06976638,(99_0_0:0.03944756,87_0_0:0.01062474):0.03174813):0.91343857,(((92_49_0:0.01480971,92_52_0:0.03662470):0.13131098,(85_49_0:0.17123911,49_49_0:0.12430393):0.05031269):0.00379902,(((66_0_0:0.04623672,(88_60_0:0.00905275,88_0_0:0.01440684):0.02071555):0.04205366,69_0_0:0.05444171):0.27784011,(92_0_0:0.01478523,92_51_0:0.02104966):0.08140344):0.07630434):0.39236764):0.00845839,((95_40_0:0.09871929,85_40_0:0.24827577):0.31354534,(50_45_0:0.07603896,(99_45_0:0.02347985,87_45_0:0.00862872):0.08417201):0.49947987):0.00402547):0.11897623,(((99_44_0:0.03981289,87_44_0:0.00993687):0.08000571,(50_47_0:0.07813662,50_44_0:0.03685091):0.01424865):1.31103485,((88_54_0:0.04658854,66_54_0:0.07998541):0.05227816,69_54_0:0.06133585):0.42914973):0.19849451):0.02229946):0.06803226,((((98_21_0:0.02989220,(100_21_0:0.02816794,54_21_0:0.04572466):0.00164947):0.04853975,((100_18_0:0.01906931,54_18_0:0.07499196):0.00455027,98_18_0:0.03070921):0.03144566):0.05297797,((79_19_0:0.00273662,67_19_0:0.00751193):0.13305641,(98_19_0:0.03366837,(100_19_0:0.02217224,54_24_0:0.05467030):0.00267272):0.04085936):0.10568473):0.32899842,(89_0_0:0.15179746,((((81_0_0:0.01460923,80_0_0:0.03747695):0.08878949,78_0_0:0.07863898):0.02965553,(71_0_0:0.01513466,51_0_0:0.04909204):0.03200554):0.05720029,((55_0_0:0.00562148,73_0_0:0.01051387):0.00383952,(86_32_0:0.01074472,86_0_0:0.00641587):0.00625827):0.06187157):0.02041878):0.67837035):0.33344913):0.09038538):0.14302189):0.08735944):0.13207002,(((64_8_0:0.30760852,84_8_0:0.42378706):0.40176912,(97_11_0:0.01812628,84_11_0:0.00761607):0.40567467):0.08420072,((((90_42_0:0.00972829,90_67_0:0.00831010):0.16289418,(49_68_0:0.05897742,95_68_0:0.00576923):0.11166198):0.23933019,(50_42_0:0.05005693,87_42_0:0.07573542):0.80603748):0.53926546,((((((((100_22_0:0.01805641,100_23_0:0.03372889):0.00496357,(54_22_0:0.03274161,54_25_0:0.02411690):0.02356404):0.00622273,98_22_0:0.02370586):0.03291513,((54_20_0:0.07979031,100_20_0:0.03006399):0.00460877,98_20_0:0.03757518):0.03799908):0.01439073,(79_20_0:0.00364969,67_20_0:0.00910655):0.10696518):0.17066961,((67_1_0:0.01137341,79_1_0:0.00373532):0.19403997,(100_1_0:0.03235568,98_1_0:0.04288514):0.03734780):0.18719298):0.49588723,(50_41_0:1.00617152,((((90_41_0:0.01872332,90_66_0:0.02096573):0.03636633,85_41_0:0.18024679):0.25222374,(92_41_0:0.11428656,((69_59_0:0.04047921,69_41_0:0.06267211):0.00344019,(66_41_0:0.07470316,88_41_0:0.03513809):0.04599027):0.24802588):0.04785954):0.06169215,(((88_50_0:0.02831743,66_50_0:0.09807347):0.02554938,69_50_0:0.05549859):0.27084637,(49_50_0:0.09938040,95_50_0:0.00764929):0.04164949):0.03740174):0.21548829):0.19060028):0.14020743,(((((((77_69_0:0.16258127,59_69_0:0.00907126):0.09421605,(76_69_0:0.12892491,(70_69_0:0.10412783,58_69_0:0.03722678):0.16822637):0.00209089):0.14380626,(62_77_0:0.04133932,62_69_0:0.03936137):0.05282526):0.26127789,((((76_72_0:0.17698634,(58_72_0:0.05809154,70_72_0:0.18873762):0.11549714):0.00265899,(77_72_0:0.13918315,59_72_0:0.02109138):0.03729852):0.10616102,((((60_72_0:0.02893846,93_72_0:0.08914742):0.01021471,53_72_0:0.09064291):0.00703482,68_72_0:0.02030795):0.01163336,((((72_72_0:0.03415989,72_79_0:0.03703887):0.01741820,74_72_0:0.02991537):0.07804542,(((96_72_0:0.01589525,82_72_0:0.03134678):0.02467538,63_72_0:0.02439716):0.02838913,83_72_0:0.06819783):0.00955445):0.01576883,(57_72_0:0.13285007,(57_85_0:0.09497241,57_82_0:0.09369338):0.02668289):0.02105156):0.00285879):0.11401949):0.03886233,((62_74_0:0.06356462,(91_76_0:0.00208625,91_74_0:0.00118235):0.05223001):0.02904612,91_75_0:0.06530563):0.00901857):0.29562696):0.64589553,(((65_92_0:0.01889011,(61_93_0:0.02323330,61_92_0:0.02827010):0.02092931):0.01586691,75_92_0:0.03335707):0.12321624,((61_69_0:0.02918951,65_69_0:0.01292067):0.00971544,75_69_0:0.02652316):0.13930081):0.25289015):0.06176686,(((((((58_87_0:0.00588375,58_71_0:0.01193647):0.04497372,70_71_0:0.08330554):0.17767601,76_71_0:0.07119055):0.00215327,(59_71_0:0.01419466,77_71_0:0.17240330):0.06043909):0.13306691,(62_71_0:0.03745046,91_71_0:0.07549724):0.05365440):0.00423548,(((91_15_0:0.07945927,62_15_0:0.09047372):0.00507036,(91_73_0:0.09030109,62_73_0:0.05122369):0.00971952):0.04263250,(((59_15_0:0.01809536,77_15_0:0.21818555):0.03734455,(58_15_0:0.21490037,76_15_0:0.22234613):0.00117591):0.14435612,((68_15_0:0.01158753,(53_15_0:0.19314994,(93_15_0:0.06034106,60_15_0:0.06680273):0.02509955):0.00923744):0.03419000,((((83_80_0:0.08138434,(63_80_0:0.01770975,(96_80_0:0.03201970,82_80_0:0.02594398):0.01378674):0.07283073):0.00579621,(((63_81_0:0.00903969,(82_81_0:0.01951541,96_81_0:0.01720159):0.02393597):0.03710448,((96_15_0:0.02334874,82_15_0:0.01938812):0.01909590,63_15_0:0.01687761):0.04822116):0.02826628,83_15_0:0.11239179):0.00550385):0.00189753,(74_15_0:0.10032785,(72_15_0:0.03010559,56_15_0:0.07114241):0.00436660):0.05825094):0.01953376,57_15_0:0.15769598):0.00205677):0.05492797):0.03763241):0.00312901):0.93865758,(((((75_95_0:0.00633991,75_88_0:0.00541765):0.01478979,(61_88_0:0.03775342,65_88_0:0.02764630):0.01119020):0.12026141,((65_91_0:0.01844685,61_91_0:0.05589162):0.01939339,75_91_0:0.02832627):0.19193034):0.04510249,94_88_0:0.48586979):0.22777751,((75_90_0:0.02823839,(61_90_0:0.04895734,65_90_0:0.01630888):0.00425240):0.02818030,(75_15_0:0.04283053,(61_15_0:0.04390542,65_15_0:0.01844675):0.00478043):0.04718801):0.46971928):0.05915426):0.11856466):0.22205605,((((92_53_0:0.02598899,92_43_0:0.01672639):0.12765318,((95_43_0:0.00836830,49_43_0:0.03170115):0.17795947,(85_43_0:0.18146860,90_43_0:0.06034172):0.14373524):0.04103123):0.16699158,50_43_0:0.86919457):0.40087658,(((89_27_0:0.00228943,89_29_0:0.00238748):0.14398746,(((((73_30_0:0.01312126,55_30_0:0.00392790):0.00318079,86_30_0:0.00607538):0.00625262,(86_31_0:0.01764826,(55_31_0:0.00376781,73_31_0:0.00802441):0.00414914):0.00344135):0.02613679,((55_27_0:0.00844665,73_27_0:0.00853841):0.00431846,86_27_0:0.00335949):0.01562821):0.01696851,((78_27_0:0.01756150,78_36_0:0.03735372):0.03330171,(81_27_0:0.02123530,80_27_0:0.00820095):0.11102999):0.16833601):0.03043894):0.17555759,((((73_28_0:0.01886141,55_28_0:0.00634602):0.00211386,86_28_0:0.00526082):0.02758850,(((80_34_0:0.02182165,80_28_0:0.00746027):0.04871399,78_28_0:0.03653022):0.07345302,((51_33_0:0.04906730,71_33_0:0.01374703):0.01929896,((78_35_0:0.02003475,78_33_0:0.00964816):0.02548229,(80_33_0:0.01994286,81_33_0:0.03510365):0.06318418):0.02915374):0.07004994):0.00823613):0.02101823,89_28_0:0.11536910):0.35799837):0.41128427):0.20934841):0.01248367):0.04024103):0.02165471):0.12659317);

dataset_005	T005	18	1	1	3.73469	1.02591	1.8974	(21_0_0:1.02591369,((19_0_0:0.06626938,(20_0_0:0.00103843,1_0_0:0.00272336):0.04279261):0.27574873,((((6_0_0:0.03643381,6_3_0:0.09073910):0.26561411,((33_0_0:0.01102147,31_0_0:0.00573166):0.00520320,3_0_0:0.03858558):0.04557456):0.01583043,((22_0_0:0.00651234,(17_0_0:0.04207000,36_0_0:0.01729274):0.38797157):0.02030288,(40_0_0:0.20486963,5_0_0:0.13696991):0.00942159):0.04406093):0.04395476,((30_2_0:0.02832601,34_2_0:0.01723030):0.12272599,(34_0_0:0.01934371,30_0_0:0.04673952):0.12510528):0.19945279):0.08523667):0.24788781);
